Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Melanelia hepatizon","Lichen","DNA barcoding","","European","Leavitt, Steven D., Esslinger, Theodore L., Hansen, Eric Steen, Divakar, Pradeep K., Crespo, Ana, Loomis, Bradley F., Lumbsch, H. Thorsten","2014","DNA barcoding of brown Parmeliae (Parmeliaceae) species: a molecular approach for accurate specimen identification, emphasizing species in Greenland","Organisms Diversity & Evolution","14:11-20","Empirical paper","","","","Warming of Arctic and alpine regions has a substantial impact on high-altitude/-latitude ecosystems. Shifting biomes due to climate change may lead to adjustments in species distributions and potential extinctions. Therefore, detailed monitoring is requisite to assess biologically meaningful shifts in community composition and species distributions. Some Arctic-alpine lichens have been shown to be particularly sensitive to climatic shifts associated with global change. However, accurate identification of lichenized fungal species remains challenging and may limit the effective use of lichens in climate change research. Given the inherent difficulties in accurate identification of lichenized fungi and the potential value of efficient identifications for bio-monitoring research, we investigated the utility of DNA barcode identification of the 13 brown Parmeliae (Ascomycota) species occurring in Greenland. For these species, we assessed monophyly and genetic distances using the nuclear ribosomal internal transcribed spacer region (ITS), the standard DNA barcode for fungi. We also compared intraspecific distance values to a proposed intra-interspecific threshold value for Parmeliaceae to identify nominal taxa potentially masking previously unrecognized diversity. Our results indicated that the 13 brown Parmeliae species occurring in Greenland can be successfully discriminated using the ITS region. All phenotypically circumscribed species were recovered as well-supported, monophyletic clades. Furthermore, our data supported a barcode gap among congeners for all brown Parmeliae species investigated here. However, high intraspecific genetic distances suggest the potential for previously unrecognized species-lineages in at least five species: Melanelia agnata, M. hepatizon, Montanelia disjuncta, M. panniformis, and M. tominii. Our research facilitates effective, long-term bio-monitoring of climate change in Greenland using lichens by providing accurate molecular identification of brown Parmeliae specimens."
"Melanelia stygia","Lichen","DNA barcoding","","European","Leavitt, Steven D., Esslinger, Theodore L., Hansen, Eric Steen, Divakar, Pradeep K., Crespo, Ana, Loomis, Bradley F., Lumbsch, H. Thorsten","2014","DNA barcoding of brown Parmeliae (Parmeliaceae) species: a molecular approach for accurate specimen identification, emphasizing species in Greenland","Organisms Diversity & Evolution","14:11-20","Empirical paper","","","","Warming of Arctic and alpine regions has a substantial impact on high-altitude/-latitude ecosystems. Shifting biomes due to climate change may lead to adjustments in species distributions and potential extinctions. Therefore, detailed monitoring is requisite to assess biologically meaningful shifts in community composition and species distributions. Some Arctic-alpine lichens have been shown to be particularly sensitive to climatic shifts associated with global change. However, accurate identification of lichenized fungal species remains challenging and may limit the effective use of lichens in climate change research. Given the inherent difficulties in accurate identification of lichenized fungi and the potential value of efficient identifications for bio-monitoring research, we investigated the utility of DNA barcode identification of the 13 brown Parmeliae (Ascomycota) species occurring in Greenland. For these species, we assessed monophyly and genetic distances using the nuclear ribosomal internal transcribed spacer region (ITS), the standard DNA barcode for fungi. We also compared intraspecific distance values to a proposed intra-interspecific threshold value for Parmeliaceae to identify nominal taxa potentially masking previously unrecognized diversity. Our results indicated that the 13 brown Parmeliae species occurring in Greenland can be successfully discriminated using the ITS region. All phenotypically circumscribed species were recovered as well-supported, monophyletic clades. Furthermore, our data supported a barcode gap among congeners for all brown Parmeliae species investigated here. However, high intraspecific genetic distances suggest the potential for previously unrecognized species-lineages in at least five species: Melanelia agnata, M. hepatizon, Montanelia disjuncta, M. panniformis, and M. tominii. Our research facilitates effective, long-term bio-monitoring of climate change in Greenland using lichens by providing accurate molecular identification of brown Parmeliae specimens."
"Melanohalea elegantula","Lichen","DNA barcoding","","European","Leavitt, Steven D., Esslinger, Theodore L., Hansen, Eric Steen, Divakar, Pradeep K., Crespo, Ana, Loomis, Bradley F., Lumbsch, H. Thorsten","2014","DNA barcoding of brown Parmeliae (Parmeliaceae) species: a molecular approach for accurate specimen identification, emphasizing species in Greenland","Organisms Diversity & Evolution","14:11-20","Empirical paper","","","","Warming of Arctic and alpine regions has a substantial impact on high-altitude/-latitude ecosystems. Shifting biomes due to climate change may lead to adjustments in species distributions and potential extinctions. Therefore, detailed monitoring is requisite to assess biologically meaningful shifts in community composition and species distributions. Some Arctic-alpine lichens have been shown to be particularly sensitive to climatic shifts associated with global change. However, accurate identification of lichenized fungal species remains challenging and may limit the effective use of lichens in climate change research. Given the inherent difficulties in accurate identification of lichenized fungi and the potential value of efficient identifications for bio-monitoring research, we investigated the utility of DNA barcode identification of the 13 brown Parmeliae (Ascomycota) species occurring in Greenland. For these species, we assessed monophyly and genetic distances using the nuclear ribosomal internal transcribed spacer region (ITS), the standard DNA barcode for fungi. We also compared intraspecific distance values to a proposed intra-interspecific threshold value for Parmeliaceae to identify nominal taxa potentially masking previously unrecognized diversity. Our results indicated that the 13 brown Parmeliae species occurring in Greenland can be successfully discriminated using the ITS region. All phenotypically circumscribed species were recovered as well-supported, monophyletic clades. Furthermore, our data supported a barcode gap among congeners for all brown Parmeliae species investigated here. However, high intraspecific genetic distances suggest the potential for previously unrecognized species-lineages in at least five species: Melanelia agnata, M. hepatizon, Montanelia disjuncta, M. panniformis, and M. tominii. Our research facilitates effective, long-term bio-monitoring of climate change in Greenland using lichens by providing accurate molecular identification of brown Parmeliae specimens."
"Melanohalea exasperatula","Lichen","DNA barcoding","","European","Leavitt, Steven D., Esslinger, Theodore L., Hansen, Eric Steen, Divakar, Pradeep K., Crespo, Ana, Loomis, Bradley F., Lumbsch, H. Thorsten","2014","DNA barcoding of brown Parmeliae (Parmeliaceae) species: a molecular approach for accurate specimen identification, emphasizing species in Greenland","Organisms Diversity & Evolution","14:11-20","Empirical paper","","","","Warming of Arctic and alpine regions has a substantial impact on high-altitude/-latitude ecosystems. Shifting biomes due to climate change may lead to adjustments in species distributions and potential extinctions. Therefore, detailed monitoring is requisite to assess biologically meaningful shifts in community composition and species distributions. Some Arctic-alpine lichens have been shown to be particularly sensitive to climatic shifts associated with global change. However, accurate identification of lichenized fungal species remains challenging and may limit the effective use of lichens in climate change research. Given the inherent difficulties in accurate identification of lichenized fungi and the potential value of efficient identifications for bio-monitoring research, we investigated the utility of DNA barcode identification of the 13 brown Parmeliae (Ascomycota) species occurring in Greenland. For these species, we assessed monophyly and genetic distances using the nuclear ribosomal internal transcribed spacer region (ITS), the standard DNA barcode for fungi. We also compared intraspecific distance values to a proposed intra-interspecific threshold value for Parmeliaceae to identify nominal taxa potentially masking previously unrecognized diversity. Our results indicated that the 13 brown Parmeliae species occurring in Greenland can be successfully discriminated using the ITS region. All phenotypically circumscribed species were recovered as well-supported, monophyletic clades. Furthermore, our data supported a barcode gap among congeners for all brown Parmeliae species investigated here. However, high intraspecific genetic distances suggest the potential for previously unrecognized species-lineages in at least five species: Melanelia agnata, M. hepatizon, Montanelia disjuncta, M. panniformis, and M. tominii. Our research facilitates effective, long-term bio-monitoring of climate change in Greenland using lichens by providing accurate molecular identification of brown Parmeliae specimens."
"Melanohalea septentrionalis","Lichen","DNA barcoding","","European","Leavitt, Steven D., Esslinger, Theodore L., Hansen, Eric Steen, Divakar, Pradeep K., Crespo, Ana, Loomis, Bradley F., Lumbsch, H. Thorsten","2014","DNA barcoding of brown Parmeliae (Parmeliaceae) species: a molecular approach for accurate specimen identification, emphasizing species in Greenland","Organisms Diversity & Evolution","14:11-20","Empirical paper","","","","Warming of Arctic and alpine regions has a substantial impact on high-altitude/-latitude ecosystems. Shifting biomes due to climate change may lead to adjustments in species distributions and potential extinctions. Therefore, detailed monitoring is requisite to assess biologically meaningful shifts in community composition and species distributions. Some Arctic-alpine lichens have been shown to be particularly sensitive to climatic shifts associated with global change. However, accurate identification of lichenized fungal species remains challenging and may limit the effective use of lichens in climate change research. Given the inherent difficulties in accurate identification of lichenized fungi and the potential value of efficient identifications for bio-monitoring research, we investigated the utility of DNA barcode identification of the 13 brown Parmeliae (Ascomycota) species occurring in Greenland. For these species, we assessed monophyly and genetic distances using the nuclear ribosomal internal transcribed spacer region (ITS), the standard DNA barcode for fungi. We also compared intraspecific distance values to a proposed intra-interspecific threshold value for Parmeliaceae to identify nominal taxa potentially masking previously unrecognized diversity. Our results indicated that the 13 brown Parmeliae species occurring in Greenland can be successfully discriminated using the ITS region. All phenotypically circumscribed species were recovered as well-supported, monophyletic clades. Furthermore, our data supported a barcode gap among congeners for all brown Parmeliae species investigated here. However, high intraspecific genetic distances suggest the potential for previously unrecognized species-lineages in at least five species: Melanelia agnata, M. hepatizon, Montanelia disjuncta, M. panniformis, and M. tominii. Our research facilitates effective, long-term bio-monitoring of climate change in Greenland using lichens by providing accurate molecular identification of brown Parmeliae specimens."
"Nephroma laevigatum","Lichen","Marker development","","Country: Widespread","Belinchon, Rocio, Ellis, Christopher J., Yahr, Rebecca","2014","MICROSATELLITE LOCI IN TWO EPIPHYTIC LICHENS WITH CONTRASTING DISPERSAL MODES: NEPHROMA LAEVIGATUM AND N-PARILE (NEPHROMATACEAE)","Applications In Plant Sciences","2","Empirical paper","","","","Premise of the study: Microsatellite markers were characterized for two epiphytic cyanolichens, Nephroma laevigatum and N. parile (Nephromataceae), and will be used to investigate population structure and estimate gene flow among populations of these two closely related species with contrasting dispersal modes. Methods and Results: Twelve and 14 microsatellite loci were characterized for N. laevigatum and N. parile, respectively. Allele number in N. laevigatum ranged from three to 13 per locus, while in N. parile there were from two to six alleles per locus. As expected, the sexually reproducing N. laevigatum had higher genetic diversity than the predominantly asexual N. parile. Conclusions: This new set of markers is suitable for studying population structure and providing insights into gene flow among populations and for understanding processes of diversification. Compared between the species, they will facilitate an understanding of the influence of contrasting reproductive strategies on population and community structure."
"Nephroma laevigatum","Lichen","Breeding system +  Clonal diversity assessment +  Genetic diversity assessment","","Country: Scotland","Belinchon, RPI, Ellis, CJ, Yahr, R","2018","Climate-woodland effects on population genetics for two congeneric lichens with contrasting reproductive strategies","Fems Microbiology Ecology","94","Empirical paper","","","","Genetic variation is expected to be influenced by the interaction between reproductive mode and dispersal traits on the one hand and environmental and habitat setting affecting establishment success on the other. We evaluated how environmental/habitat setting affects population genetic variation (i.e. variation in genetic diversity and structure) when regulated by contrasting dispersal traits. We used fungus-specific microsatellite markers to examine genetic diversity and structure of two closely related epiphytic lichen fungi that differ in their primary reproductive mode: Nephroma laevigatum (sexually reproducing, n = 191, 10 microsatellites) and N. parile (asexually reproducing, n = 182, 12 microsatellites), along a steep climatic gradient in Scotland. Despite their reproductive differences, we found a high proportion of clones in both species and a background pattern of genetic structure related to climatic gradients. We also demonstrated that woodland connectivity, rather than geographic distance, explained genetic diversity in both species. Environmental/habitat setting, modulated by the reproductive mode of the species, affects genetic diversity and structure, but the putative dissimilarity in their reproductive mode is less important than has been previously assumed. We reinforce the importance of protecting highly connected populations, positioned along a gradient capturing the segregation of gene pool differences in response to climatic variation."
"Nephroma parile","Lichen","Marker development","","Country: Widespread","Belinchon, Rocio, Ellis, Christopher J., Yahr, Rebecca","2014","MICROSATELLITE LOCI IN TWO EPIPHYTIC LICHENS WITH CONTRASTING DISPERSAL MODES: NEPHROMA LAEVIGATUM AND N-PARILE (NEPHROMATACEAE)","Applications In Plant Sciences","2","Empirical paper","","","","Premise of the study: Microsatellite markers were characterized for two epiphytic cyanolichens, Nephroma laevigatum and N. parile (Nephromataceae), and will be used to investigate population structure and estimate gene flow among populations of these two closely related species with contrasting dispersal modes. Methods and Results: Twelve and 14 microsatellite loci were characterized for N. laevigatum and N. parile, respectively. Allele number in N. laevigatum ranged from three to 13 per locus, while in N. parile there were from two to six alleles per locus. As expected, the sexually reproducing N. laevigatum had higher genetic diversity than the predominantly asexual N. parile. Conclusions: This new set of markers is suitable for studying population structure and providing insights into gene flow among populations and for understanding processes of diversification. Compared between the species, they will facilitate an understanding of the influence of contrasting reproductive strategies on population and community structure."
"Nephroma parile","Lichen","Breeding system +  Clonal diversity assessment +  Genetic diversity assessment","","Country: Scotland","Belinchon, RPI, Ellis, CJ, Yahr, R","2018","Climate-woodland effects on population genetics for two congeneric lichens with contrasting reproductive strategies","Fems Microbiology Ecology","94","Empirical paper","","","","Genetic variation is expected to be influenced by the interaction between reproductive mode and dispersal traits on the one hand and environmental and habitat setting affecting establishment success on the other. We evaluated how environmental/habitat setting affects population genetic variation (i.e. variation in genetic diversity and structure) when regulated by contrasting dispersal traits. We used fungus-specific microsatellite markers to examine genetic diversity and structure of two closely related epiphytic lichen fungi that differ in their primary reproductive mode: Nephroma laevigatum (sexually reproducing, n = 191, 10 microsatellites) and N. parile (asexually reproducing, n = 182, 12 microsatellites), along a steep climatic gradient in Scotland. Despite their reproductive differences, we found a high proportion of clones in both species and a background pattern of genetic structure related to climatic gradients. We also demonstrated that woodland connectivity, rather than geographic distance, explained genetic diversity in both species. Environmental/habitat setting, modulated by the reproductive mode of the species, affects genetic diversity and structure, but the putative dissimilarity in their reproductive mode is less important than has been previously assumed. We reinforce the importance of protecting highly connected populations, positioned along a gradient capturing the segregation of gene pool differences in response to climatic variation."
"Palmelia serrana","Lichen","DNA barcoding","","Worldwide","Divakar, PK, Leavitt, SD, Molina, MC, Del-Prado, R, Lumbsch, HT, Crespo, A","2016","A DNA barcoding approach for identification of hidden diversity in Parmeliaceae (Ascomycota): Parmelia sensu stricto as a case study","Botanical Journal Of The Linnean Society","180:21-29","Empirical paper","","","","Accurate specimen identification is challenging in groups with subtle or scarce taxonomically diagnostic characters, and the use of DNA barcodes can provide an effective means for consistent identification. Here, we investigate the utility of DNA barcode identification of species in a cosmopolitan genus of lichen-forming fungi, Parmelia (Parmeliaceae). Two hundred and two internal transcribed spacer (ITS) sequences generated from specimens collected from all continents, including Antarctica, were analysed, and DNA barcodes of 14 species of Parmelia s. s. are reported. Almost all species show a barcode gap. Overall, intraspecific divergence values were lower than the threshold previously established for Parmeliaceae. However, the mean and range were elevated by deep barcode divergences in three species, indicating the likely occurrence of overlooked specieslevel lineages. Here, we provide a DNA barcode reference library with well-identified specimens sampled worldwide and sequences from most of the type material to enable easy and fast accurate sample identification and to assist in uncovering overlooked species in Parmelia s. s. Further, our results confirm the efficiency of the ITS region in the identification of species of Parmelia s.s. "
"Parmelia ernstiae","Lichen","DNA barcoding","","Worldwide","Divakar, PK, Leavitt, SD, Molina, MC, Del-Prado, R, Lumbsch, HT, Crespo, A","2016","A DNA barcoding approach for identification of hidden diversity in Parmeliaceae (Ascomycota): Parmelia sensu stricto as a case study","Botanical Journal Of The Linnean Society","180:21-29","Empirical paper","","","","Accurate specimen identification is challenging in groups with subtle or scarce taxonomically diagnostic characters, and the use of DNA barcodes can provide an effective means for consistent identification. Here, we investigate the utility of DNA barcode identification of species in a cosmopolitan genus of lichen-forming fungi, Parmelia (Parmeliaceae). Two hundred and two internal transcribed spacer (ITS) sequences generated from specimens collected from all continents, including Antarctica, were analysed, and DNA barcodes of 14 species of Parmelia s. s. are reported. Almost all species show a barcode gap. Overall, intraspecific divergence values were lower than the threshold previously established for Parmeliaceae. However, the mean and range were elevated by deep barcode divergences in three species, indicating the likely occurrence of overlooked specieslevel lineages. Here, we provide a DNA barcode reference library with well-identified specimens sampled worldwide and sequences from most of the type material to enable easy and fast accurate sample identification and to assist in uncovering overlooked species in Parmelia s. s. Further, our results confirm the efficiency of the ITS region in the identification of species of Parmelia s.s. "
"Parmelia omphalodes","Lichen","DNA barcoding","","Worldwide","Divakar, PK, Leavitt, SD, Molina, MC, Del-Prado, R, Lumbsch, HT, Crespo, A","2016","A DNA barcoding approach for identification of hidden diversity in Parmeliaceae (Ascomycota): Parmelia sensu stricto as a case study","Botanical Journal Of The Linnean Society","180:21-29","Empirical paper","","","","Accurate specimen identification is challenging in groups with subtle or scarce taxonomically diagnostic characters, and the use of DNA barcodes can provide an effective means for consistent identification. Here, we investigate the utility of DNA barcode identification of species in a cosmopolitan genus of lichen-forming fungi, Parmelia (Parmeliaceae). Two hundred and two internal transcribed spacer (ITS) sequences generated from specimens collected from all continents, including Antarctica, were analysed, and DNA barcodes of 14 species of Parmelia s. s. are reported. Almost all species show a barcode gap. Overall, intraspecific divergence values were lower than the threshold previously established for Parmeliaceae. However, the mean and range were elevated by deep barcode divergences in three species, indicating the likely occurrence of overlooked specieslevel lineages. Here, we provide a DNA barcode reference library with well-identified specimens sampled worldwide and sequences from most of the type material to enable easy and fast accurate sample identification and to assist in uncovering overlooked species in Parmelia s. s. Further, our results confirm the efficiency of the ITS region in the identification of species of Parmelia s.s. "
"Parmelia saxatilis","Lichen","Genecology +  Genetic diversity assessment +  Phylogeography","Nuclear sequences","Worldwide","Crespo, A,  Molina, MC et al.","2002","rDNA ITS and beta-tubulin gene sequence analyses reveal two monophyletic groups within the cosmopolitan lichen Parmelia saxatilis","Mycological Research","106: 788-795.","Empirical paper","","","","A considerable number of species of lichen-forming fungi have wide geographical distributions, but studies of their genetic variability are minimal. ITS rDNA sequences of 32 populations of Parmelia saxatilis from five continents revealed two monophyletic groups. beta-tublin gene sequences from a subset of nine collections supported these conclusions. While the number of collections sequenced is limited, one monophyletic group (the Atlantic Population. AtP) was recognized as occurring in Arctic and Antarctic regions and also included collections from more atlantic sites. Samples from more mesic environments in the Mediterranean region belonged to a second monophyletic group (the Mediterranean Population, MeP). In addition, four subgroups were distinguishable within the Atlantic Population. Norstictic and protocetraric acids are reported from the species for the first time, the norstictic acid only being found in the Atlantic Population. Living thalli from the Atlantic Population were provenance-tested; specimens transported from the UK to central Spain where the Mediterranean Population occurs showed adverse symptoms after six months. These results demonstrate that there can be substantial large-scale genotypic variability within widespread lichen phenospecies, something which has implications for comparative ecological, physiological, and air pollution sensitivity studies as well as for lichen conservation."
"Parmelia saxatilis","Lichen","DNA barcoding","","Worldwide","Divakar, PK, Leavitt, SD, Molina, MC, Del-Prado, R, Lumbsch, HT, Crespo, A","2016","A DNA barcoding approach for identification of hidden diversity in Parmeliaceae (Ascomycota): Parmelia sensu stricto as a case study","Botanical Journal Of The Linnean Society","180:21-29","Empirical paper","","","","Accurate specimen identification is challenging in groups with subtle or scarce taxonomically diagnostic characters, and the use of DNA barcodes can provide an effective means for consistent identification. Here, we investigate the utility of DNA barcode identification of species in a cosmopolitan genus of lichen-forming fungi, Parmelia (Parmeliaceae). Two hundred and two internal transcribed spacer (ITS) sequences generated from specimens collected from all continents, including Antarctica, were analysed, and DNA barcodes of 14 species of Parmelia s. s. are reported. Almost all species show a barcode gap. Overall, intraspecific divergence values were lower than the threshold previously established for Parmeliaceae. However, the mean and range were elevated by deep barcode divergences in three species, indicating the likely occurrence of overlooked specieslevel lineages. Here, we provide a DNA barcode reference library with well-identified specimens sampled worldwide and sequences from most of the type material to enable easy and fast accurate sample identification and to assist in uncovering overlooked species in Parmelia s. s. Further, our results confirm the efficiency of the ITS region in the identification of species of Parmelia s.s. "
"Parmelia sulcata","Lichen","Genetic diversity assessment","To confirm","","Crespo, A, Bridge, PD, Cubero, OF and Hawksworth, DL","1997","Determination of genetic variability in the lichen forming fungus Parmelia sulcata","Progress and Problems in Lichenology in the Nineties","","Empirical paper","Turk, R and Zorer, R","Bibl. Lichenol./J Cramer","Berlin/Stuttgart",""
"Parmelia sulcata","Lichen","Genetic diversity assessment","To confirm","European","Crespo, A, Bridge, PD, Hawksworth, DL, Grube, M and Cubero, OF","1999","Comparison of rRNA genotype frequencies of Parmelia sulcata from long established and recolonizing sites following sulphur dioxide amelioration","Plant Systematics and Evolution","217: 177-178","Empirical paper","","","",""
"Parmelia sulcata","Lichen","DNA barcoding","","Worldwide","Divakar, PK, Leavitt, SD, Molina, MC, Del-Prado, R, Lumbsch, HT, Crespo, A","2016","A DNA barcoding approach for identification of hidden diversity in Parmeliaceae (Ascomycota): Parmelia sensu stricto as a case study","Botanical Journal Of The Linnean Society","180:21-29","Empirical paper","","","","Accurate specimen identification is challenging in groups with subtle or scarce taxonomically diagnostic characters, and the use of DNA barcodes can provide an effective means for consistent identification. Here, we investigate the utility of DNA barcode identification of species in a cosmopolitan genus of lichen-forming fungi, Parmelia (Parmeliaceae). Two hundred and two internal transcribed spacer (ITS) sequences generated from specimens collected from all continents, including Antarctica, were analysed, and DNA barcodes of 14 species of Parmelia s. s. are reported. Almost all species show a barcode gap. Overall, intraspecific divergence values were lower than the threshold previously established for Parmeliaceae. However, the mean and range were elevated by deep barcode divergences in three species, indicating the likely occurrence of overlooked specieslevel lineages. Here, we provide a DNA barcode reference library with well-identified specimens sampled worldwide and sequences from most of the type material to enable easy and fast accurate sample identification and to assist in uncovering overlooked species in Parmelia s. s. Further, our results confirm the efficiency of the ITS region in the identification of species of Parmelia s.s. "
"Parmelina carporrhizans","Lichen","Marker development","","European","Alors, David, Dal Grande, Francesco, Schmitt, Imke, Kraichak, Ekaphan, Lumbsch, H Thorsten, Crespo, Ana, Divakar, Pradeep K","2014","Characterization of fungus-specific microsatellite markers in the lichen-forming fungus Parmelina carporrhizans (Parmeliaceae).","Applications In Plant Sciences","2","Empirical paper","","","","PREMISE OF THE STUDY: Microsatellite loci were developed to study the lichen-forming fungus Parmelina (Parmeliaceae) in different habitats of western Europe and the Mediterranean for baseline studies to understand the effects of climate change on its distribution. METHODS AND RESULTS: We cultured P. carporrhizans from ascospores for genomic sequencing with Illumina HiSeq. We successfully developed 11 polymorphic microsatellite markers and associated primer sets and assessed them with 30 individuals from two of the Canary Islands. The average number of alleles per locus was 8.8. Nei's unbiased gene diversity of these loci ranged from 0.53 to 0.91 in the tested populations. Amplification in two closely related species (P. tiliacea, P. cryptotiliacea) yielded only limited success. CONCLUSIONS: The new microsatellite markers will allow the study of genetic diversity and population structure in P. carporrhizans. We propose eight markers to combine in two multiplex reactions for further studies on a larger set of populations."
"Parmelina tiliacea","Lichen","Phylogeography","","Euro-Asian","Nunez-Zapata, Jano, Cubas, Paloma, Hawksworth, David L., Crespo, Ana","2015","Biogeography and Genetic Structure in Populations of a Widespread Lichen (Parmelina tiliacea, Parmeliaceae, Ascomycota)","PloS one","10(5): e0126981","Empirical paper","","","","The genetic diversity and population structure of the foliose lichenized fungus Parmelina tiliacea has been analyzed through its geographical range, including samples from Macaronesia (Canary Islands), the Mediterranean, and Eurosiberia. DNA sequences from the nuclear ribosomal internal transcribed spacer, the mitochondrial large subunit ribosomal RNA gene, and the translation elongation factor 1-alpha were used as molecular markers. The haplotypes of the three markers and the molecular variance analyses of multilocus haplotypes showed the highest diversity in the Canary Islands, while restricted haplotypes occurred at high frequencies in Mediterranean coastal samples. The multilocus haplotypes formed three unevenly distributed clusters (clusters 1-3). In the Canary Islands all the haplotypes were present in a similar proportion, while the coastal Mediterranean sites had almost exclusively haplotypes of cluster 3; cluster 2 predominated in inland Mediterranean sites; and cluster 1 was more abundant in central and northern Europe (Eurosiberian area). The distribution of clusters is partially explained by climatic factors, and its interaction with local spatial structure, but much of the variation remains unexplained. The high frequency of individuals in the Canary Islands with haplotypes shared with other areas suggests that could be a refugium of genetic diversity, and the high frequency of individuals of the Mediterranean coastal sites with restricted haplotypes indicates that gene flow to contiguous areas may be restricted. This is significant for the selection of areas for conservation purposes, as those with most genetic variation may reflect historical factors and biological properties of the species."
"Parmotrema reticulatum ","Lichen","Taxonomic clarification","Nuclear sequences","European","Del-Prado R, Divakar PK, Crespo A","2011","Using genetic distances in addition to ITS molecular phylogeny to identify potential species in the Parmotrema reticulatum complex: a case study","Lichenologist","43: 569-583","Empirical paper","","","","We used a genetic distance approach in conjunction with molecular phylogeny to establish species boundaries and detect cryptic lineages in the Parmotrema reticulatum - P. pseudoreticulatum complex. The phylogeny of specimens from a broad geographic distribution was reconstructed from the internal transcribed spacer region. Pairwise genetic distances were calculated and compared to an intraspecific range defined for the parmelioid lichens to circumscribe species-level groups. Our results showed that P. reticulatum and P. pseudoreticulatum are polyphyletic, being comprised of at least seven well-supported lineages. In contrast, the genetic distance approach revealed ten cryptic lineages within the P. reticulatum - P. pseudoreticulatum complex. Neither morphology nor geography was conclusive in attempting to corroborate these genetic lineages. However F(ST) indices suggest significant genetic differentiation between these lineages. Our results suggest that the morphology-based circumscriptions underestimated species in Parmotrema and that, in some cases, genetic distances may be used as an additional tool to determine species boundaries in morphologically cryptic species complexes. The most significant contribution of the present study is the application of a fast and accurate method to identify problematic groups and candidate species using the ITS locus with a genetic distances approach."
"Phaeographis dendritica","Lichen","Marker development","RAPD","Local: Welsh vice-county area","Murtagh, GJ, Dyer, PS, McClure, PC and Crittenden, PD","1999","Use of randomly amplified polymorphic DNA markers as a tool to study variation in lichen-forming fungi.","Lichenologist","31: 257-267.","Empirical paper","","","","A protocol is described to enable the production of reliable genetic fingerprints of lichen-forming fungi using randomly amplified polymorphic DNA (RAPD) markers. Key features of the method are the use of mycobiont DNA extracted from axenic cultures by a phenol-chloroform procedure, and PCR amplification using DyNAzyme II DNA polymerase. RAPD-PCR fingerprints of Graphis scripta, G. elegans and Phaeographis dendritica were successfully generated using this protocol and individual isolates could be identified on the basis of differences in banding patterns produced. DNA extracted from whole thalli of G. scripta was also subjected to RAPD-PCR but the fingerprints produced differed from those given by axenic cultures of the mycobiont. Therefore difficulties of interpretation may arise when whole thalli are used in RAPD analysis."
"Protoparmeliopsis muralis ","Lichen","Marker development","","Worldwide","Guzow-Krzeminska, Beata, Stocker-Woergoetter, Elfie","2013","Development of microsatellite markers in Protoparmeliopsis muralis (lichenized Ascomycete) - a common lichen species","Lichenologist","45:791-798","Empirical paper","","","","Lichen-forming fungi are symbiotic organisms forming a thallus with autotrophic green algae and/or cyanobacteria. Protoparmeliopsis muralis (Schreb.) Choisy is a green-algal lichen-forming fungus associating with Trebouxia photobionts. It is known as one of the most successful urban lichens in the world. In this paper, the development of microsatellite markers specific for the mycobiont of Protoparmeliopsis muralis is reported. In order to avoid algal contaminations, the pure mycobiont culture was obtained and subsequently used for DNA isolation. For DNA enrichment, the Fast Isolation by AFLP of Sequences Containing Repeats (FIASCO) method was applied. Of the 380 clones sequenced, 62 contained repeats. In total, 38 primer pairs were designed and tested, and finally 7 primer pairs were polymorphic based on 21 specimens of P. muralis."
"Trapeliopsis glaucolepidea","Lichen","Genetic diversity assessment +  Phylogeography","Nuclear sequences","Euro-South American","Palice, Z and Printzen, C","2004","Genetic variability in tropical and temperate populations of Trapeliopsis glaucolepidea: Evidence against long-range dispersal in a lichen with disjunct distribution","Mycotaxon","90: 43-54","Empirical paper","","","","The squamulose lichen Trapeliopsis glaucolepidea displays a widely disjunct distribution in Europe, East Africa, tropical America, and New Guinea. Using ITS sequences from 38 European and 31 Latin American individuals, we compared the genetic variability within and among populations of this species. Specifically, we addressed the questions whether recur-rent genetic exchange occurs between Latin America and Europe, whether there are signs of historical long-range dispersal, whether genetic variability is higher in tropical than in temperate populations, and whether the separation of T. glaucolepidea and T percrenata is supported by genetic characters. Intercontinental gene flow seems to be absent and there are also no signs of historical long-range dispersal. Two deviating haplotypes from Europe might belong to an unrecognized species or indicate the presence of paralogous ITS sequences. But our dataset does not support separation of T. glaucolepidea and T percrenata based on morphological characters. More thorough sampling efforts and more sequences are necessary to make more detailed inferences on the phylogeography of T. glaucolepidea."
"Umbilicaria cylindrica","Lichen","Genetic diversity assessment","Isozyme/Allozyme","European","Fahselt, D, Alstrup, V, et al.","1995","Enzyme polymorphism in Umbilicaria cylindrica in northwestern Greenland","Bryologist","98: 118-122","Empirical paper","","","","Living Umbilicaria cylindrica (L.) Del. In the vicinity of Qaanaaq, NW Greenland is of special interest because it is found near sites where subfossils from the same population have recently emerged from beneath glacial ice. Electrophoretically-produced enzyme banding patterns of modern thalli were examined to determine whether isozymes indicated genetic variation within the population. Five enzymes were detected in each of six collection sites and the level of variability based on these was expressed as number of patterns per stand, Complement of the Simpson Index, and the Shannon Diversity Index. As is the case with other lichens examined previously, the U. cylindrica population exhibited appreciable enzyme polymorphism and, thus, potential for evolutionary change. Most enzymes were not detectable in glaciated fossil material, but two bands of esterase showed catalytic activity after approximately 1,350 yr. under ice."
