Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Cystopteris dickieana","Fern","Taxonomic clarification","Isozyme/Allozyme","Country: Scotland","Parks, J","1995","What is Cystopteris dickieana?","Pteridologist","2: 290-293.","Empirical paper","","","",""
"Cystopteris fragilis","Fern","Taxonomic clarification","Isozyme/Allozyme","Country: Scotland","Parks, J","1995","What is Cystopteris dickieana?","Pteridologist","2: 290-293.","Empirical paper","","","",""
"Cystopteris fragilis","Fern","Genetic diversity assessment","Isozyme/Allozyme","European","Gamperle, E, Schneller, J","2002","Phenotypic and isozyme variation in Cystopteris fragilis (Pteridophyta) along an altitudinal gradient in Switzerland.","Flora","197: 203-213.","Empirical paper","","","","Plants of Cystopteris fragilis from 9 different populations along an altitudinal gradient and from two additional populations were investigated. In three populations at 1410 in, 1630 in and 1830 in a.s.l., respectively, climatic conditions were recorded. The phenology of the plants. the sizes and dimensions of leaves and fitness parameters Such as leaves per plant and fertility were studied. Leaf sizes and leaf number per plant were negatively correlated with altitude. However, the duration of development from snow melt and onset of the leaves till ripening was similar at different altitudes. Additionally. isozyme investigations and chromosome counts of a set of randomly sampled plants were performed. The genetic differentiation between populations suggests a relatively low gene flow. A significant positive correlation between number of enzyme phenotypes and altitude was recorded. Two different cytotypes were distinguished, a hexaploid and a pentaploid one."
"Dryopteris aemula","Fern","Genetic diversity assessment +  Marker development","Nuclear microsatellite","European","Jimenez A, Holderegger R, Csencsics D, Quintanilla LG","2010","Microsatellites reveal substantial among-population genetic differentiation and strong inbreeding in the relict fern Dryopteris aemula","Annals of Botany","106: 149-155","Empirical paper","","","","A previous study detected no allozyme diversity in Iberian populations of the buckler-fern Dryopteris aemula. The use of a more sensitive marker, such as microsatellites, was thus needed to reveal the genetic diversity, breeding system and spatial genetic structure of this species in natural populations. Eight microsatellite loci for D. aemula were developed and their cross-amplification with other ferns was tested. Five polymorphic loci were used to characterize the amount and distribution of genetic diversity of D. aemula in three populations from the Iberian Peninsula and one population from the Azores. Most microsatellite markers developed were transferable to taxa close to D. aemula. Overall genetic variation was low (H-T = 0 center dot 447), but was higher in the Azorean population than in the Iberian populations of this species. Among-population genetic differentiation was high (F-ST = 0 center dot 520). All loci strongly departed from Hardy-Weinberg equilibrium. In the population where genetic structure was studied, no spatial autocorrelation was found in any distance class. The higher genetic diversity observed in the Azorean population studied suggested a possible refugium in this region from which mainland Europe has been recolonized after the Pleistocene glaciations. High among-population genetic differentiation indicated restricted gene flow (i.e. lack of spore exchange) across the highly fragmented area occupied by D. aemula. The deviations from Hardy-Weinberg equilibrium reflected strong inbreeding in D. aemula, a trait rarely observed in homosporous ferns. The absence of spatial genetic structure indicated effective spore dispersal over short distances. Additionally, the cross-amplification of some D. aemula microsatellites makes them suitable for use in other Dryopteris taxa."
"Dryopteris affinis","Fern","Genetic diversity assessment","ISSR","European","Schneller J, Krattinger K","2010","Genetic composition of Swiss and Austrian members of the apogamous Dryopteris affinis complex (Dryopteridaceae, Polypodiopsida) based on ISSR markers","Plant Systematics and Evolution ","286: 1-6","Empirical paper","","","","We have investigated genetic variability among 56 individuals of the apogamous Dryopteris affinis complex from 9 populations in Switzerland and Austria using inter-simple sequence repeats. Our sample included 6 diploids, 48 triploids, and 1 tetraploid and 1 pentaploid plant each. We found genetic differences between and within the different ploidy levels. All diploids genetically differed from each other. In contrast, among the triploid plants we only found seven different genotypes of which one was rather common. The tetraploid and pentaploid individuals were nested among the diploids and triploids. No hypotheses have yet been proposed to explain the origin of genetic variations such as those documented here. We hope that this study stimulates new ideas about the position and the genetic background of this taxonomically difficult species group, in particular, and of apogamous species complexes in ferns in general."
"Dryopteris affinis","Fern","Breeding system +  Genetic diversity assessment","AFLP","European","Peredo, E. L.Mendez-Couz, M., Revilla, M. A., Fernandez, H.","2013","Mating System in Blechnum spicant and Dryopteris affinis ssp affinis, Correlates with Genetic Variability","American Fern Journal","103:27-39","Empirical paper","","","","The monilophytes Blechnum spicant (L.) Sm. and Dryopteris affinis ssp. affinis (Lowe) Fraser-Jenkins show different reproductive strategies under in vitro conditions. While B. spicant exhibits asexual and sexual reproduction, with an antheridiogen system promoting outcrossing, D. affinis ssp. affinis reproduces only asexually through apogamy. Individuals of several populations of these species, collected in Principado de Asturias (Spain), were analyzed to test the influence of their mating system in the genetic variability displayed by each species. This study shows that the genetic diversity assessed in populations of each species collected in situ is in concordance with that expected according to their reproductive system previously observed in vitro. The genetic diversity found in D. affinis ssp. affinis was low and most of genetic variation can be attributed to differences among localities. This result indicates high fixation of the detected alleles within each locality, as expected for a clonal reproductive system. In the sexual species B. spicant the genetic diversity was higher. Our results confirm the importance of reproduction system in the genetic diversity present in populations of these fern species making essential to consider the definition and study of reproductive system and the associated consequences in the design of successful conservation actions."
"Dryopteris affinis ssp affinis","Fern","Breeding system +  Genetic diversity assessment","","European","Peredo, E. L., Mendez-Couz, M., Revilla, M. A., Fernandez, H.","2013","Mating System in Blechnum spicant and Dryopteris affinis ssp affinis Correlates with Genetic Variability","American Fern Journal","103:27-39","Empirical paper","","","","The monilophytes Blechnum spicant (L.) Sm. and Dryopteris affinis ssp. affinis (Lowe) Fraser-Jenkins show different reproductive strategies under in vitro conditions. While B. spicant exhibits asexual and sexual reproduction, with an antheridiogen system promoting outcrossing, D. affinis ssp. affinis reproduces only asexually through apogamy. Individuals of several populations of these species, collected in Principado de Asturias (Spain), were analyzed to test the influence of their mating system in the genetic variability displayed by each species. This study shows that the genetic diversity assessed in populations of each species collected in situ is in concordance with that expected according to their reproductive system previously observed in vitro. The genetic diversity found in D. affinis ssp. affinis was low and most of genetic variation can be attributed to differences among localities. This result indicates high fixation of the detected alleles within each locality, as expected for a clonal reproductive system. In the sexual species B. spicant the genetic diversity was higher. Our results confirm the importance of reproduction system in the genetic diversity present in populations of these fern species making essential to consider the definition and study of reproductive system and the associated consequences in the design of successful conservation actions."
"Dryopteris carthusiana","Fern","Hybridisation","Organelle PCR RFLP +  Organelle sequences","","Xiang, LL, Werth, CR, Emery, SN, McCauley, DE","2000","Population specific gender biased hybridization between Dryopteris intermedia and D.carthusiana: Evidence from chloroplast DNA.","American Journal of Botany","87: 1175-1180.","Empirical paper","","","","As has been shown for many kinds of organisms, barriers to interspecific hybridization may differ in strength between reciprocal crosses, resulting in a bias in the probability that one or the other species may be the maternal or paternal parent of hybrids. The fern Dryopteris Xtriploidea, the "backcross" hybrid between the diploid D. intermedia and the tetraploid D. carthusiana, occurs in large numbers in nature, providing an opportunity to investigate whether such a bias exists. Differences in the chloroplast genome distinguishing the two parental species were discovered in the sequence of the trnL region following amplification by polymerase chain reaction (PCR), including a Mse I restriction site. This allowed rapid identification of the donor of the chloroplast genome, and therefore the maternal parent of each hybrid, assuming chloroplast DNA to be maternally inherited in Dryopteris,is. Analysis was carried out on 127 hybrids, shown to be of independent origin using allozymes, occurring at three localities in Virginia and West Virginia. When samples from all localities were pooled, 91 possessed the D. carthusiana trnL, genotype and 36 possessed the D. intermedia genotype, a ratio that is significantly different (P < 0.001) from the null hypothesis of no gender bias. The strength of the bias differed significantly among the three sites, however, with bias at the West Virginia site much stronger (5.6:1 carthusiana:intermedia; P < 0.001) than at either Virginia site (1.55:1 and 1.43:1 carthusiana:intermedia, respectively; P > 0.05 in both cases). Thr: cause of the strong bias in the West Virginia sample is unknown, as is the cause of the population differences. Causes of bias could include differences between the parental species related to their ploidy difference, including sizes of gametes and/or gametangia, sperm motility, breeding system (D. intermedia is outcrossing while D. carthusiana is selfing), or the nature and strength of interspecific isolating mechanisms."
"Dryopteris carthusiana","Fern","Hybridisation +  Taxonomic clarification","Isozyme/Allozyme +  Organelle southern RFLP","North American","Stein DB, Hutton C, Conant DS, Haufler CH, Werth CR","2010","Reconstructing Dryopteris “semicristata” (Dryopteridaceae): Molecular profiles of tetraploids verify their undiscovered diploid ancestor","American Journal of Botany","97: 998-1004","Empirical paper","","","","Premise of the study: Discovering missing ancestors is essential to understanding the evolutionary history of biodiversity on Earth. Evidence from extinct species can provide links for reconstructing intricate patterns of reticulate relationships among extant descendents. When fossils are unavailable and other evidence yields competing hypotheses to explain species ancestry, data from proteins and DNA can help resolve conflicts and generate novel perspectives. The identity of a parent shared by two tetraploid species in the cosmopolitan fern genus Dryopteris has remained elusive for more than 50 years. Based on available data, four hypotheses were developed previously, each providing a different resolution to this uncertainty. Methods: New molecular evidence from studies of isozymes and restriction site analysis of chloroplast DNA tested the competing hypotheses about the diploid ancestors of these two extant Dryopteris polyploids. Key results: The results falsify two of the hypotheses, resolve the uncertainty in the third, and support the fourth. Conclusions: Our data validate the prior existence of Dryopteris "semicristata," which was proposed 38 years ago as a diploid progenitor of the allotetraploids D. cristata and D. carthusiana but has never been collected. After developing a phylogeny using the new molecular data, we describe a plausible morphology for D. "semicristata" by extrapolating likely character states from related extant species."
"Dryopteris cristata","Fern","Conservation +  Genetic diversity assessment","RAPD","European","Landergott, U, Holderegger, R, Kozlowski, G, Schneller, JJ","2001","Historical bottlenecks, decrease genetic diversity in natural populations of Dryopteris cristata.","Heredity","87: 344-355.","Empirical paper","","","","The reconstruction of recent historical population sizes allowed us to investigate the influence of random evolutionary processes on present-day genetic diversity in populations of Dryopteris cristata. This long-lived, allotetraploid fem is, rare and endangered in the study area at the southwestern border of its European distribution. Random amplified polymorphic DNA (RAPD) diversity of 280 individuals from 14 populations of D. cristata was extraordinarily low, suggesting an ancient bottleneck in the species.' history. Analysis of molecular variance (AMOVA) of 25 different RAPD multiband phenotypes revealed significant genetic variation among three geographical regions (15%) and among populations within regions (34%); 51% of total variance was attributed to variation within populations. High population differentiation indicated limited gene flow among populations, and genetic divergence was not correlated with geographical distance. There was no relationship between genetic variation within population, estimated as molecular variance, and present-day population size. Populations with recent historical bottlenecks of fewer than 25 individuals showed a substantial and significant reduction in genetic variation, compared with populations without bottlenecks. Comparatively high levels of genetic variation were still maintained in small remnants, (60-110 individuals), of formerly large populations. Average deviations of frequencies of widespread polymorphic markers within populations from their frequencies in the whole dataset were significantly higher in small or recently bottlenecked populations than in constantly large populations, thus providing evidence for random sampling effects during genetic bottlenecks and drift in small populations. The present investigation demonstrates the importance of population history for understanding present-day genetic diversity within natural populations, as well as for conservation biology."
"Dryopteris cristata","Fern","Hybridisation +  Taxonomic clarification","Isozyme/Allozyme +  Organelle southern RFLP","North American","Stein DB, Hutton C, Conant DS, Haufler CH, Werth CR","2010","Reconstructing Dryopteris “semicristata” (Dryopteridaceae): Molecular profiles of tetraploids verify their undiscovered diploid ancestor","American Journal of Botany","97: 998-1004","Empirical paper","","","","Premise of the study: Discovering missing ancestors is essential to understanding the evolutionary history of biodiversity on Earth. Evidence from extinct species can provide links for reconstructing intricate patterns of reticulate relationships among extant descendents. When fossils are unavailable and other evidence yields competing hypotheses to explain species ancestry, data from proteins and DNA can help resolve conflicts and generate novel perspectives. The identity of a parent shared by two tetraploid species in the cosmopolitan fern genus Dryopteris has remained elusive for more than 50 years. Based on available data, four hypotheses were developed previously, each providing a different resolution to this uncertainty. Methods: New molecular evidence from studies of isozymes and restriction site analysis of chloroplast DNA tested the competing hypotheses about the diploid ancestors of these two extant Dryopteris polyploids. Key results: The results falsify two of the hypotheses, resolve the uncertainty in the third, and support the fourth. Conclusions: Our data validate the prior existence of Dryopteris "semicristata," which was proposed 38 years ago as a diploid progenitor of the allotetraploids D. cristata and D. carthusiana but has never been collected. After developing a phylogeny using the new molecular data, we describe a plausible morphology for D. "semicristata" by extrapolating likely character states from related extant species."
"Dryopteris expansa","Fern","Genecology","To confirm","","Soltis, DE, Soltis, PS","1992","The distribution of selfing rates in homosporous ferns.","American Journal of Botany","79: 97-100.","Empirical paper","","","","The models of Lande and Schemske predict that among species in which the selfing rate is largely under genetic control and not subject to tremendous environmental variation, the distribution of selfing rates should be bimodal. When this prediction was tested empirically using data from the literature for species of angiosperms and gymnosperms, the distribution of outcrossing rates for all species was clearly bimodal. To provide another empirical test of the prediction, we analyzed mating-system data for 20 species of Pteridophyta (ferns). Homosporous ferns and their allies are unique among vascular plants because three types of mating are possible: intragametophytic selfing (selfing of an individual gametophyte); intergametophytic selfing (analogous to selfing in seed plants); and intergametophytic crossing (analogous to outcrossing in seed plants). The distribution of intragametophytic selfing rates among species of homosporous ferns is clearly uneven. Most species of homosporous ferns would be classified as extreme outcrossers. In contrast, a few species are nearly exclusively inbreeding. In only a few populations of Dryopteris expansa and Hemionitis palmata and a single population of Blechnum spicant do we see convincing evidence of a mixed mating system. The uneven distribution of selfing rates we observed for homosporous ferns, coupled with a corresponding bimodality of the magnitude of genetic load, strongly supports the model."
"Dryopteris remota","Fern","Phylogeography","RAPD","European","Schneller, J, Holderegger, R, Gugerli, F, Eichenberger, K, Lutz, E","1998","Patterns of genetic variation detected by RAPDs suggest a single origin with subsequent mutations and long-distance dispersal in the apomictic fern Dryopteris remota (Dryopteridaceae).","American Journal of Botany","85: 1038-1042.","Empirical paper","","","","Debates on speciation processes in pteridophytes have revived. In order to study the evolutionary origin of an apomictic fern species, we investigated the genetic variation in the strictly agamosporous Dryopteris remota. We determined the genotypes of 22 individuals from many different locations within the species' European distribution and of 20 individuals from a Swiss population. A previous study on isozyme variation showed no intraspecific genetic variation in a similar sample set (Schneller and Holderegger, 1994, America Fern Journal 84: 94- 98). In contrast to this, four out of 12 random amplified polymorphic DNA (RAPD) primers tested revealed low genetic diversity among individuals of D. remota from different locations. Intrapopulational genetic variation was also very low, but in the single population studied, a unique multiband genotype could be detected. The geographic distribution of genetic variation found in D. remota was best explained by the assumption of a single origin, the accumulation of somatic mutations during spread, and occasional, but effective, events of dispersal over large distances. The present study thus stresses the importance of long-distance dispersal in evolutionary processes and biogeography of ferns."
"Dryopteris spp.","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
"Gymnocarpium dryopteris","Fern","Breeding system +  Genetic diversity assessment","To confirm","","Kirkpatrick, REB, Soltis, PS, Soltis, DE","1990","Mating system and distribution of genetic variation in Gymnocarpium dryopteris ssp disjunctum.","American Journal of Botany","77: 1101-1110.","Empirical paper","","","",""
"Gymnocarpium dryopteris","Fern","Hybridisation +  Polyploidy","Isozyme/Allozyme","","Pryer, Km, Haufler, Ch","1993","Isozymic and chromosomal evidence for the allotetraploid origin of Gymnocarpium dryopteris (Dryopteridaceae).","Systematic Botany","18: 150-172.","Empirical paper","","","","A critical examination of isozyme, chromosomal, and morphological characters in subspecies formerly included in Gymnocarpium dryopteris demonstrated that three sexual taxa can be distinguished. We recognize these taxa as distinct species: the widespread, fertile allotetraploid G. dryopteris, with one genome derived from the western diploid G. disjunctum and the other from G. appalachianum sp. nov., a previously undetected eastern North American diploid, which is described and illustrated here and for which we report a chromosome number of 2n = 80. Population comparisons of allele frequencies between G. disjunctum and G. appalachianum yielded an average Nei's genetic identity value (IBAR) of 0.274. A wide-ranging assemblage of putatively triploid plants with both sterile, malformed spores and large, round spores capable of germination is believed to represent the backcrosses G. disjunctum x dryopteris and G. appalachianum x dryopteris. The name G.  brittonianum comb. nov. is applied here to G. disjunctum x dryopteris. A key to fertile species, species descriptions and illustrations, distribution maps, and habitat notes are included."
"Gymnocarpium dryopteris","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
"Gymnocarpium robertianum","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
"Hymenophyllum tunbrigense","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
"Ophioglossum vulgatum","Fern","Genetic diversity assessment","Isozyme/Allozyme","North American","Mcmaster, RT","1994","Ecology, reproductive biology and population genetics of Ophioglossum vulgatum (Ophioglassaceae) in Massachusetts.","Rhodora","96: 259-286.","Empirical paper","","","","The northern adder's-tongue fern, Ophioglossum vulgatum var. pseudopodum (Blake) Farw. (Ophioglossaceae), occurs in five known populations in Massachusetts and has been designated as threatened by the Massachusetts Natural Heritage Program. The autecology, population biology and population genetics of O. vulgatum var. pseudopodum were analyzed during the summer of 1992. The distribution of each population was mapped, associated vegetation sampled, and permanent plots established for long-term study. Isozyme electrophoresis was employed to assess variability within and between populations. The historical distribution of the species in Massachusetts was examined based upon herbarium specimens. Each of the known Massachusetts populations is in an early successional site with a unique history of disturbance; sites include pasture, a power line right-of-way, and abandoned beaver meadows. Four of the five populations are small, ranging from 1 to 109 sporophytes. All specimens subjected to isozyme analysis were monomorphic for all loci examined. The implications of the spatial and temporal distribution, population size, and low genetic variability of Ophioglossum vulgatum var. pseudopodum are discussed. Management considerations for the preservation of this and other early successional species are suggested."
"Ophioglossum vulgatum ","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
"Ophioglossum vulgatum","Fern","Breeding system +  Genetic diversity assessment","Isozyme/Allozyme","Asian","Chung, Mi YoonLopez-Pujol, Jordi, Chung, Jae Min, Moon, Myung-Ok, Chung, Myong Gi","2013","Genetic Diversity in the Homosporous Fern Ophioglossum vulgatum, (Ophioglossaceae) from South Korea: Inference of Mating System and, Population History","Journal Of Heredity","104:263-272","Empirical paper","","","","It is generally believed that the members of Ophioglossaceae have subterranean, potentially bisexual gametophytes, which favor intragametophytic selfing. In Ophioglossaceae, previous allozyme studies revealed substantial inbreeding within Botrychium species and Mankyua chejuense. However, little is known about the mating system in species of the genus Ophioglossum. Molecular marker analyses can provide insights into the relative occurrence of selfing versus cross-fertilization in the species of Ophioglossum. We investigated allozyme variation in 8 Korean populations of the homosporous fern Ophioglossum vulgatum to infer its mating system and to get some insight into the population-establishment history in South Korea. We detected homozygous genotypes for alternative alleles at several loci, which suggest the occurrence of intragametophytic self-fertilization. Populations harbor low within-population variation (% P 7.2, A 1.08, and H-e 0.026) and a high among-population differentiation (F-ST 0.733). This, together with the finding that alternative alleles were fixed at several loci, suggests that the number and size of populations of O. vulgatum might have been severely reduced during the last glaciation (i.e., due to its in situ persistence in small, isolated refugia). The combined effects of severe random genetic drift and high rates of intragametophytic selfing are likely responsible for the genetic structure displayed by this homosporous fern. Its low levels of genetic diversity in South Korea justify the implementation of some conservation measures to ensure its long-term preservation."
"Ophioglossum vulgatum","Fern","Breeding system","","Asian","Chung, Mi Yoon, Lopez-Pujol, Jordi, Chung, Jae Min, Moon, Myung-Ok, Chung, Myong Gi","2013","Genetic Diversity in the Homosporous Fern Ophioglossum vulgatum (Ophioglossaceae) from South Korea: Inference of Mating System and Population History","Journal Of Heredity","104:263-272","Empirical paper","","","","It is generally believed that the members of Ophioglossaceae have subterranean, potentially bisexual gametophytes, which favor intragametophytic selfing. In Ophioglossaceae, previous allozyme studies revealed substantial inbreeding within Botrychium species and Mankyua chejuense. However, little is known about the mating system in species of the genus Ophioglossum. Molecular marker analyses can provide insights into the relative occurrence of selfing versus cross-fertilization in the species of Ophioglossum. We investigated allozyme variation in 8 Korean populations of the homosporous fern Ophioglossum vulgatum to infer its mating system and to get some insight into the population-establishment history in South Korea. We detected homozygous genotypes for alternative alleles at several loci, which suggest the occurrence of intragametophytic self-fertilization. Populations harbor low within-population variation (% P 7.2, A 1.08, and H-e 0.026) and a high among-population differentiation (F-ST 0.733). This, together with the finding that alternative alleles were fixed at several loci, suggests that the number and size of populations of O. vulgatum might have been severely reduced during the last glaciation (i.e., due to its in situ persistence in small, isolated refugia). The combined effects of severe random genetic drift and high rates of intragametophytic selfing are likely responsible for the genetic structure displayed by this homosporous fern. Its low levels of genetic diversity in South Korea justify the implementation of some conservation measures to ensure its long-term preservation."
"Osmunda regalis","Fern","Genecology","To confirm","European","Zenkteler, E","1999","Sporophytic lethality in lowland populations of Osmunda regalis L. in Poland.","Acta Biologica Cracoviensia Series Botanica","41: 75-83.","Empirical paper","","","","The genetic load of three lowland populations of Osmunda regalis was studied. The presence of deleterious mutations was reflected in disturbances in gametophyte development sequences and in the course of gametogenesis and fertilization. In sporophyte generation, sporophytic lethals were expressed in the zygotic, embryonic, postembryonic or juvenile stages, causing lethality of homozygous individuals originating from selfing. Heterozygous individuals were symptomless carriers of this genetic load."
