Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Porella platyphylla","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","North American","Wyatt, R, Odrzykoski, IJ, Cronberg, N","2005","High levels of genetic variation in the haploid leafy liverwort Porella platyphylla from the southeastern United States","Journal of Bryology","27: 247-252","Empirical paper","","","","The few studies that have investigated levels of genetic variation in liverworts have found very little polymorphism. Our electrophoretic data show, however, that the leafy liverwort Porella platyphylla maintains high levels of genetic variation in at least some natural populations from the southeastern United States. Within a single population from southwestern North Carolina, we detected 26 distinct multilocus genotypes and more than 80% of the enzyme loci we surveyed were polymorphic. It seems likely that earlier studies of mostly thalloid species from glaciated regions of Europe have presented a biased picture of levels of variation in liverwort populations."
"Pseudocalliergon trifarium","Bryophyte","Gender Identification","Nuclear PCR marker","European","Hedenas L, Bisang I, Korpelainen H, Cronholm B","2010","The true sex ratio in European Pseudocalliergon trifarium (Bryophyta: Amblystegiaceae) revealed by a novel molecular approach","Biological Journal of the Linnean Society ","100: 132-140","Empirical paper","","","","Dioecious plants, including many bryophytes, rarely exhibit discernible sexual dimorphism before sexual maturity. Because many species and populations of dioecious bryophytes do not express their sex, it remains mostly unresolved whether expressing individuals reflect the ratios of genetically male and female plants. The present study assesses the population sex ratio of the wetland moss Pseudocalliergon trifarium in central and northern Europe. For the first time in a bryophyte, we estimate the sex ratio in a population by assessing directly both expressing and non-expressing plants. Expressed gender ratio was assessed from herbarium specimens. Single shoots from non-expressing specimens were sexed using a recently developed molecular sex marker. On the basis of the female and male frequencies in these two data sets and the overall proportion of expressing specimens, we estimate the European population sex ratio to be 1.93 : 1 (female/male). Expressed, non-expressed, and population sex ratios are not significantly different from each other, suggesting that gender differences in rates of sex expression cannot account for the female bias. Earlier studies of P. trifarium failed to reveal gender-specific growth rates or pre-zygotic reproductive costs. Gender differences at the spore to protonemal stage, in mortality, or niche preferences could potentially explain the uneven sex ratio."
"Racomitrium canescens","Bryophyte","Taxonomic clarification","Nuclear sequences +  Organelle sequences","Euro-North American","Stech, MichaelVeldman, Sarina, Larrain, Juan, Munoz, Jesus, Quandt, Dietmar, Hassel, Kristian, Kruijer, Hans","2013","Molecular Species Delimitation in the Racomitrium canescens Complex, (Grimmiaceae) and Implications for DNA Barcoding of Species Complexes in, Mosses","Plos One","8","Empirical paper","","","","In bryophytes a morphological species concept is still most commonly employed, but delimitation of closely related species based on morphological characters is often difficult. Here we test morphological species circumscriptions in a species complex of the moss genus Racomitrium, the R. canescens complex, based on variable DNA sequence markers from the plastid (rps4-trnT-trnL region) and nuclear (nrITS) genomes. The extensive morphological variability within the complex has led to different opinions about the number of species and intraspecific taxa to be distinguished. Molecular phylogenetic reconstructions allowed to clearly distinguish all eight currently recognised species of the complex plus a ninth species that was inferred to belong to the complex in earlier molecular analyses. The taxonomic significance of intraspecific sequence variation is discussed. The present molecular data do not support the division of the R. canescens complex into two groups of species (subsections or sections). Most morphological characters, albeit being in part difficult to apply, are reliable for species identification in the R. canescens complex. However, misidentification of collections that were morphologically intermediate between species questioned the suitability of leaf shape as diagnostic character. Four partitions of the molecular markers (rps4-trnT, trnT-trnL, ITS1, ITS2) that could potentially be used for molecular species identification (DNA barcoding) performed almost equally well concerning amplification and sequencing success. Of these, ITS1 provided the highest species discrimination capacity and should be considered as a DNA barcoding marker for mosses, especially in complexes of closely related species. Molecular species identification should be complemented by redefining morphological characters, to develop a set of easy-to-use molecular and non-molecular identification tools for improving biodiversity assessments and ecological research including mosses."
"Racomitrium lanuginosum","Bryophyte","Genetic diversity assessment","Nuclear microsatellite","European","Korpelainen, H., A. Jagerbrand, and M. von Crautlein","2012","Genetic structure of mosses Pleurozium schreberi (Willd. ex Brid.) Mitt. and Racomitrium lanuginosum (Hedw.) Brid. along altitude gradients in Hokkaido, Japan","Journal of Bryology","34:309-312","Empirical paper","","","","No abstract for this article available"
"Racomitrium spp.","Bryophyte","DNA barcoding","Organelle sequences","Asian","Liu Y, Cao T, Ge X-J","2011","A case study of DNA barcoding in Chinese Grimmiaceae and a moss recorded in China for the first time","Taxon","60: 185-193","Empirical paper","","","","Mosses are among the basal lineages of embryophytes and one of the three bryophyte lineages. In the present study, four regions of chloroplast DNA (rbcL-a, rps4, trnH-psbA, trnL intron) were used to investigate the applicability of DNA barcoding to four moss genera of Grimmiaceae (Racomitrium, Coscinodon, Grimmia, Schist idiom) in China. The species resolution of the four loci examined was 65% (trnH-psbA), 59% (rps4), 53% (rbcL-a) and 29% (trnL intron). However, rps4 (59%) provided a higher value of monophyletic species with bootstrap support >50% than trnH-psbA (47%), rbcL-a (35%), and trial, intron (18%). No multi-locus combinations could significantly increase the species resolution but they increased the percentages of monophyletic species with bootstrap support >50% compared to the best single locus. Species of the genus Racomitrium could be resolved completely by rps4 and mostly (>80%) by rbcL-a or trnH-psbA. The species of Coscinodon (i.e., C. cribrosus) showed distinct plastid region sequences in rbcL-a, rps4, trnH-psbA, and toil., intron. Inter-specific sequence sharing or high intra-specific variability led to large amounts of barcoding failure in Grimmia, and Schistidium. Furthermore, using a combination of morphological characteristics and DNA barcoding for identification, a moss species, Racomitrium elongation, was recorded for the first time in China. The results suggest that trnH-psbA is potentially the best barcode in mosses and rps4 a good supplementary locus for future use, as standard plant barcodes (rbcL + matK) do not perform well in this taxonomic group."
"Radula lindenbergiana","Bryophyte","Phylogeography","Organelle sequences","Euro-Macaronesian","Laenen B, Desamore A, Devos N, Shaw AJ, Maria Gonzalez-Mancebo J, Carine MA, Vanderpoorten A","2011","Macaronesia: a source of hidden genetic diversity for post-glacial recolonization of western Europe in the leafy liverwort Radula lindenbergiana","Journal of Biogeography","38: 631-639","Empirical paper","","","","Aim Bryophytes exhibit apparently low rates of endemism in Macaronesia and differ from angiosperms in their diversity patterns by the widespread occurrence of endemics within and among archipelagos. This paper investigates the phylogeography of the leafy liverwort Radula lindenbergiana to determine: (1) whether or not morphologically cryptic diversification has occurred in Macaronesia, and (2) the relationships between Macaronesian and continental populations. Location Macaronesia, Europe, Africa. Methods Eighty-four samples were collected across the species' distribution range and sequenced at four chloroplast DNA (cpDNA) loci (atpB-rbcL, trnG, trnL and rps4). Phylogenetic reconstructions and Bayesian ancestral area reconstructions were used in combination with population genetics statistics (H, N(ST), F(ST)) to describe the pattern of present genetic diversity in R. lindenbergiana and infer its biogeographic history. Results Patterns of genetic diversity in R. lindenbergiana exhibit a striking westwards gradient, wherein haplotype (0.90) and nucleotide (0.0038 +/- 0.0019) diversity peak in Macaronesia, with a substantial endemic component. We found 20.9% of the genetic variance between biogeographic regions, and most pairwise F(ST) comparisons between regions are significantly different from zero. The global N(ST) (0.78) is significantly higher than the global F(ST) (0.20), providing evidence for the presence of phylogeographic signal in the data. Ancestral area reconstructions suggest that the haplotypes currently found in western Europe share a Macaronesian common ancestor. Main conclusions The haplotype diversification exhibited by R. lindenbergiana in Macaronesia is comparable to that reported for many angiosperm groups at the species level. The apparent lack of radiation among Macaronesian bryophytes may thus reflect the reduced morphology of bryophytes in comparison with angiosperms. The high diversity found among Macaronesian haplotypes, especially in Madeira and the Canary Islands, and the significant N(ST)/F(ST) ratio between Macaronesia and all the other biogeographic regions (an indication that mutation rate exceeds dispersal rates) suggest that Macaronesian archipelagos could have served as a refugium during the Quaternary glaciations. Many haplotypes currently found in Europe share a Macaronesian common ancestor, and this further suggests that Macaronesia might have played a key role in the back-colonization of the continent."
"Reboulia hemisphaerica","Bryophyte","Taxonomic clarification","Organelle sequences","","Long DG, Möller M and Preston J","2001","Phylogenetic relationships of Asterella (Aytoniaceae, Marchantiopsida) inferred from chloroplast DNA sequences.","Bryologist","103: 625-644.","Empirical paper","","","",""
"Rhytidiadelphus squarrosus","Bryophyte","Genetic diversity assessment","Nuclear microsatellite","European","Korpelainen, H., H. Forsman, V. Virtanen, M. Pietilainen, and K. Kostamo","2012","GENETIC COMPOSITION OF BRYOPHYTE POPULATIONS OCCUPYING HABITATS DIFFERING IN THE LEVEL OF HUMAN DISTURBANCE","International Journal of Plant Sciences","173:1015-1022","Empirical paper","","","","By using microsatellite markers, we investigated the population genetic structure of three mainly clonally propagating bryophyte species-the hepatic Plagiochila asplenioides (L.) Dumort and the mosses Pleurozium schreberi (Willd. ex Brid.) Mitt. and Rhytidiadelphus squarrosus (Hedw.) Warnst-that occupy habitats differing in the level of human disturbance. Sampled populations, located in southern Finland, were classified as natural or disturbed. All species possessed a fair amount of genetic variation both within populations (mean diversities per population of 0: 411 +/- 0: 118, 0: 403 +/- 0: 111, and 0: 307 +/- 0: 077, respectively) and across populations (0.599, 0.618, and 0.400, respectively). On average, natural and disturbed populations possessed similar levels of genetic diversity. Differentiation levels (F-ST values of 0.356, 0.298, and 0.302, respectively) were significant but showed that there is some gene flow taking place. The Bayesian STRUCTURE analysis provided additional information on the population genetic structures. Although R. squarrosus was the species with the lowest level of genetic variation, its populations inhabiting urban, disturbed habitats tended to contain highly differentiated genotypes of different origins, which suggests that human-mediated dispersal is important in urban habitats. In addition, detailed analyses of the spatial genetic structure of R. squarrosus showed that at short distances (1 to <30 m) individuals are more closely related than expected, while at greater distances (30 to 500 m) kinship decreases with increasing distance. Thus, the rarity of sexual reproduction was visible in the spatial genetic structure within R. squarrosus populations, as aggregations of similar genotypes were found at short distances in populations otherwise showing isolation-by-distance effect."
"Rhytidium rugosum","Bryophyte","Genetic diversity assessment","Nuclear sequences","European","Sabovljevic M, Frahm J-P","2011","Genetic diversity of the relict moss Rhytidium rugosum (Hypnales) in Europe inferred from the ITS region (nrDNA)","Biologia","66: 42-49","Empirical paper","","","","Post-glacial survival, potential migration routes, genetic diversity and phylogeography of the boreal moss species Rhytidium rugosum have been studied. This species is considered to be one of glacial relics of the wide but scattered Holarctic range. According to molecular data sampling from the selected European, American and Asian populations high genetic diversity of this species is present, even if this species is mostly sterile and produced sex organs extremely rarely and spread mostly asexually. Analysing the internal transcribed spacer (ITS) of the nuclear ribosomal DNA, it can be concluded that the populations of this species survived glaciations in various places in Europe and settled and re-settled present range space in various times from various refuges."
"Rhytidium rugosum","Bryophyte","Phylogeography","","European","Hedenas, L","2017","Phylogeography of Alpine populations of Rhytidium rugosum (Bryophyta) in a European context","Alpine Botany","127:197-209","Empirical paper","","","","The phylogeography and possible origins of the moss Rhytidium rugosum (Hedw.) Kindb. in the European Alps are studied based on information from the nuclear internal transcribed spacers 1 and 2 and a portion of the gene region for glyceraldehyde 3-phosphate dehydrogenase for 364 European specimens. Seventy-three Alps specimens were sampled from W Switzerland to W Austria, and were divided into four regional populations along a West-South-West (WSW) to East-North-East (ENE) gradient. These populations were compared with similar ones previously studied in other parts of Europe. The ENE-most Alps population, located ENE of the Adige break zone, deviates genetically from the other three. The two WSW-most populations of the Alps appear to be relatively isolated from most of the European populations outside the Alps, whereas the two ENE ones are similar to populations of northern Scandinavia. Populations in between the Alps and the Scandinavian mountain range deviate from those to the north and south, possibly due to low effective population sizes, earlier bottleneck events, or colonization from different source populations. Haplotype diversity and number of private haplotypes are marginally higher in the Alps than in Scandinavia. It is suggested that European Rhytidium originated from late glacial maximum refugia in (1) E-NE Europe, (2) in between the Late Glacial Maximum ice shields of Scandinavia and the Alps, and (3) S, SW, and W of the Swiss Alps. Those of the E Alps potentially originated mainly in E-NE Europe and those of the W Alps in the S, SW, and W."
"Sarmentypnum exannulatum","Bryophyte","Genetic diversity assessment","Nuclear sequences +  Organelle sequences","European","Hedenäs, L","2009","Haplotype variation of relevance to global and European phylogeography in Sarmentypnum exannulatum (Bryophyta: Calliergonaceae)","Journal of Bryology","32: 24-30","Empirical Paper","","","","Haplotype variation is explored for Sarmentypnum exannulatum (Schimp.) Hedenäs, based on the nuclear ITS, and the chloroplast trnL-trnF, rpl16 and tRNA-Gly in 179 specimens (176 for chloroplast markers). The focus is Europe (124 samples), and especially Scandinavia (79), but most regions of the species' distribution area except northern Eurasia were sampled. Haplotype variation appears greater in Scandinavia than in Central Europe, with five of the European haplotype groups found only in Scandinavia compared with one unique to Central Europe. The Central European haplotype group probably survived the glaciations in one or several of the well-known refugia of the northern Mediterranean, but this seems unlikely for the Scandinavian haplotypes. The latter could have survived in northern refugia or immigrated from the east or north-east. On a global scale, several haplotype groups have restricted distributions, which could be due to sparse sampling in some regions, or the evolution or extinction of haplotypes. Some haplotypes were perfectly bipolar, whereas the species as a whole is imperfectly bipolar. These were absent from more southern parts of the northern temperate zone and from the sampled tropical mountains. It thus seems unlikely that representatives of these haplotypes dispersed from north to south (or vice versa) by stepwise migration."
"Scorpidium cossonii","Bryophyte","Genetic diversity assessment +  Phylogeography","","European","Kophimai, Yuppayao, Peintinger, Markus, Werth, Silke, Cornejo, Carolina, Scheidegger, Christoph, Bergamini, Ariel","2014","Ploidy level, genetic diversity, and differentiation in two closely related mosses, Scorpidium cossonii and S. revolvens (Calliergonaceae)","Journal Of Bryology","36:33-43","Empirical paper","","","","As ploidy level and mating system can affect genetic diversity and differentiation, we conducted population genetic analyses of two closely related mosses, Scorpidium cossonii (Schimp.) Hedenas, and S. revolvens (Sw. ex Anonymo) Rubers which differ in ploidy level and sexual system. We collected 315 specimens in total from five populations of S. cossonii and four populations of S. revolvens in the Swiss Alps. Ploidy level, genetic diversity within populations, and genetic differentiation between populations and species were estimated using nine microsatellite markers. In each S. cossonii sample, each locus bore only one allele, while in S. revolvens, seven out of the nine loci were fixed or nearly fixed for two alleles per locus per individual. These findings are consistent with a gametophytic haploid S. cossonii and allodiploid S. revolvens. The haploid and dioicous S. cossonii was genetically more diverse than the (allo) diploid and monoicous S. revolvens. Differences in genetic diversity between the two species may be explained by different mating systems, different population sizes, and different population histories. Genetic differentiation among populations of S. cossonii was higher than among those of S. revolvens. The low genetic differentiation among populations of the monoicous species was not unexpected, since monoicous species frequently produce sporophytes, long- distance spore dispersal is more likely and leads to low differentiation."
"Scorpidium cossonii","Bryophyte","Marker development","Nuclear microsatellite","European","Kophimai Y, Cornejo C, Peintinger M, Bergamini A, Scheidegger C","2011","CHARACTERIZATION OF NUCLEAR MICROSATELLITE LOCI IN THE CALCAREOUS FEN SPECIALIST SCORPIDIUM COSSONII (CALLIERGONACEAE)","American Journal of Botany ","98: E290-E292","Empirical paper","","","","Premise of the study : Nuclear microsatellite markers were developed in the fen specialist moss, Scorpidium cossonii, to study genetic diversity and genetic structure of this species in relation to land-use types, habitat fragmentation, and habitat conservation measures. Methods and Results : The polymorphisms of 14 microsatellite markers were characterized. All primers were tested on 140 gametophytes collected from four populations in Switzerland. The primers amplified di- and trinucleotide repeats with three to 26 alleles per locus. The primers worked also in the two other species of the genus: 14 and 12 primers successfully amplified in S. revolvens and S. scorpioides, respectively. Conclusions : In future studies, our primers have the potential to provide valuable information on genetic diversity, genetic structure, and on historical and recent gene flow in S. cossonii; they should also enable related research in other Scorpidium species."
"Scorpidium revolvens","Bryophyte","Genetic diversity assessment +  Phylogeography","","European","Kophimai, Yuppayao, Peintinger, Markus, Werth, Silke, Cornejo, Carolina, Scheidegger, Christoph, Bergamini, Ariel","2014","Ploidy level, genetic diversity, and differentiation in two closely related mosses, Scorpidium cossonii and S. revolvens (Calliergonaceae)","Journal Of Bryology","36:33-43","Empirical paper","","","","As ploidy level and mating system can affect genetic diversity and differentiation, we conducted population genetic analyses of two closely related mosses, Scorpidium cossonii (Schimp.) Hedenas, and S. revolvens (Sw. ex Anonymo) Rubers which differ in ploidy level and sexual system. We collected 315 specimens in total from five populations of S. cossonii and four populations of S. revolvens in the Swiss Alps. Ploidy level, genetic diversity within populations, and genetic differentiation between populations and species were estimated using nine microsatellite markers. In each S. cossonii sample, each locus bore only one allele, while in S. revolvens, seven out of the nine loci were fixed or nearly fixed for two alleles per locus per individual. These findings are consistent with a gametophytic haploid S. cossonii and allodiploid S. revolvens. The haploid and dioicous S. cossonii was genetically more diverse than the (allo) diploid and monoicous S. revolvens. Differences in genetic diversity between the two species may be explained by different mating systems, different population sizes, and different population histories. Genetic differentiation among populations of S. cossonii was higher than among those of S. revolvens. The low genetic differentiation among populations of the monoicous species was not unexpected, since monoicous species frequently produce sporophytes, long- distance spore dispersal is more likely and leads to low differentiation."
"Sphagnum angustifolium","Bryophyte","Hybridisation +  Taxonomic clarification","","European","Szurdoki, Erzsebet, Marton, Orsolya, Szoevenyi, Peter","2014","Genetic and morphological diversity of Sphagnum angustifolium, S. flexuosum and S. fallax in Europe","Taxon","63:237-248","Empirical paper","","","","Molecular and morphological evolution of species may be decoupled which can lead to contrasting delimitation of taxonomic units based on morphological and genetic characters. The moss genus Sphagnum (peat mosses) provides a good example in which morphological and genetic characters often contradict each other. We investigated morphological and genetic variability within a highly polymorphic and taxonomically controversial species complex of the genus Sphagnum in order to reveal the ultimate causes of discordance between morphology and molecular evolution. Specifically, we aimed at addressing the following questions: (1) Are the three closely related European taxa (S. angustifolium, S. fallax, S. flexuosum) of the S. recurvum group morphologically and genetically distinct entities? (2) Are morphological and genetic groups concordant? (3) Is there any sign of hybridization among taxa that might complicate their morphological delimitation? We show that European specimens of the S. recurvum group form three distinct gene pools based on 11 polymorphic microsatellite markers. Individuals defined as morphotype "fallax" appear to be genetically clearly distinct from both morphotype "angustifolium" and "flexuosum". However, for the latter two morphotypes, traditionally used morphological and genetic markers provide partly incongruent taxonomic delimitations. We show that in about 13% of the accessions 12 traditionally used morphological characters cannot fully distinguish the genetic groups revealed. Our genetic analysis also reveals that only a low proportion of the specimens (3%) is admixed suggesting that hybridization is unlikely to explain the taxonomical controversies observed. Therefore, we hypothesize that taxonomic controversies are likely due to the extreme phenotypic plasticity of morphological characters rather than to porous species boundaries."
"Sphagnum angustifolium","Bryophyte","Breeding system +  Genetic diversity assessment","","North American","Johnson, Matthew G., Shaw, A. Jonathan","2015","Genetic diversity, sexual condition, and microhabitat preference determine mating patterns in Sphagnum (Sphagnaceae) peat-mosses","Biological Journal Of The Linnean Society","115:96-113","Empirical paper","","","","In bryophytes, the possibility of intragametophytic selfing creates complex mating patterns that are not possible in seed plants, although relatively little is known about patterns of inbreeding in natural populations. In the peat-moss genus Sphagnum, taxa are generally bisexual (gametophytes produce both sperm and egg) or unisexual (gametes produced by separate male and female plants). We sampled populations of 14 species, aiming to assess inbreeding variation and inbreeding depression in sporophytes, and to evaluate correlations between sexual expression, mating systems, and microhabitat preferences. We sampled maternal gametophytes and their attached sporophytes at 12-19 microsatellite loci. Bisexual species exhibited higher levels of inbreeding than unisexual species but did generally engage in some outcrossing. Inbreeding depression did not appear to be common in either unisexual or bisexual species. Genetic diversity was higher in populations of unisexual species compared to populations of bisexual species. We found a significant association between species microhabitat preference and population genetic diversity: species preferring hummocks (high above water table) had populations with lower diversity than species inhabiting hollows (at the water table). We also found a significant interaction between sexual condition, microhabitat preference, and inbreeding coefficients, suggesting a vital role for species ecology in determining mating patterns in Sphagnum populations."
"Sphagnum angustifolium","Bryophyte","Gene flow +  Genetic diversity assessment","","Northern Hemisphere","Kyrkjeeide, MO, Hassel, K, Flatberg, KI, Shaw, AJ, Brochmann, C, Stenoien, HK","2016","Long-distance dispersal and barriers shape genetic structure of peatmosses (Sphagnum) across the Northern Hemisphere","Journal Of Biogeography","43:1215-1226","Empirical paper","","","","Aim Disjunctly distributed peatmosses (Sphagnum) have been found to exhibit little genetic structure over regional and intercontinental scales, mainly caused by high ability for transoceanic long-distance dispersal. Although, most Northern Hemisphere peatmoss species have wide circumboreal/nemoral ranges, little is known about the magnitude and effects of long-distance dispersal and barriers in shaping the genetic structure of such species. We investigate whether high dispersal capacity has caused genetic homogeneity across broad areas of the Northern Hemisphere, or whether barriers act to shape genetic structure across different species with similar distributional ranges. Location Northern Hemisphere. Methods We studied genetic variation and structure in six Sphagnum species using 19 microsatellite loci. Results Four out of six species were genetically structured in similar ways; with mainly one Beringian and one Atlantic group. Overall, both the North American and Eurasian continents seemed to act as a barrier to gene flow in several species. However, the most abrupt breakpoint between genetic groups was found in south-east Alaska. Main conclusions We found evidence for extensive gene flow between regions across the Northern Hemisphere among peatmosses, with oceans seemingly acting as weaker barriers to gene flow than landmasses. Plants from the amphi-Atlantic and amphi-Beringian regions of several species were genetically differentiated. Similar genetic structuring across several species, indicate that spore-producing species do not disperse freely across their entire distributional range, but are likely limited by wind directions, landmass barriers and/or habitat availability."
"Sphagnum austinii","Bryophyte","Breeding system +  Genetic diversity assessment","","North American","Johnson, Matthew G., Shaw, A. Jonathan","2015","Genetic diversity, sexual condition, and microhabitat preference determine mating patterns in Sphagnum (Sphagnaceae) peat-mosses","Biological Journal Of The Linnean Society","115:96-113","Empirical paper","","","","In bryophytes, the possibility of intragametophytic selfing creates complex mating patterns that are not possible in seed plants, although relatively little is known about patterns of inbreeding in natural populations. In the peat-moss genus Sphagnum, taxa are generally bisexual (gametophytes produce both sperm and egg) or unisexual (gametes produced by separate male and female plants). We sampled populations of 14 species, aiming to assess inbreeding variation and inbreeding depression in sporophytes, and to evaluate correlations between sexual expression, mating systems, and microhabitat preferences. We sampled maternal gametophytes and their attached sporophytes at 12-19 microsatellite loci. Bisexual species exhibited higher levels of inbreeding than unisexual species but did generally engage in some outcrossing. Inbreeding depression did not appear to be common in either unisexual or bisexual species. Genetic diversity was higher in populations of unisexual species compared to populations of bisexual species. We found a significant association between species microhabitat preference and population genetic diversity: species preferring hummocks (high above water table) had populations with lower diversity than species inhabiting hollows (at the water table). We also found a significant interaction between sexual condition, microhabitat preference, and inbreeding coefficients, suggesting a vital role for species ecology in determining mating patterns in Sphagnum populations."
"Sphagnum austinii","Bryophyte","Gene flow +  Genetic diversity assessment","","Northern Hemisphere","Kyrkjeeide, MO, Hassel, K, Flatberg, KI, Shaw, AJ, Brochmann, C, Stenoien, HK","2016","Long-distance dispersal and barriers shape genetic structure of peatmosses (Sphagnum) across the Northern Hemisphere","Journal Of Biogeography","43:1215-1226","Empirical paper","","","","Aim Disjunctly distributed peatmosses (Sphagnum) have been found to exhibit little genetic structure over regional and intercontinental scales, mainly caused by high ability for transoceanic long-distance dispersal. Although, most Northern Hemisphere peatmoss species have wide circumboreal/nemoral ranges, little is known about the magnitude and effects of long-distance dispersal and barriers in shaping the genetic structure of such species. We investigate whether high dispersal capacity has caused genetic homogeneity across broad areas of the Northern Hemisphere, or whether barriers act to shape genetic structure across different species with similar distributional ranges. Location Northern Hemisphere. Methods We studied genetic variation and structure in six Sphagnum species using 19 microsatellite loci. Results Four out of six species were genetically structured in similar ways; with mainly one Beringian and one Atlantic group. Overall, both the North American and Eurasian continents seemed to act as a barrier to gene flow in several species. However, the most abrupt breakpoint between genetic groups was found in south-east Alaska. Main conclusions We found evidence for extensive gene flow between regions across the Northern Hemisphere among peatmosses, with oceans seemingly acting as weaker barriers to gene flow than landmasses. Plants from the amphi-Atlantic and amphi-Beringian regions of several species were genetically differentiated. Similar genetic structuring across several species, indicate that spore-producing species do not disperse freely across their entire distributional range, but are likely limited by wind directions, landmass barriers and/or habitat availability."
"Sphagnum capillifolium","Bryophyte","Hybridisation","ISSR +  Organelle PCR RFLP","European","Natcheva, R and Cronberg, N","2007","Recombination and introgression of nuclear and chloroplast genomes between the peat mosses, Sphagnum capillifolium and Sphagnum quinquefarium","Molecular Ecology","16: 811-818","Empirical paper","","","","Haploid hybrid gametophytes are often present at low frequencies in sympatric populations of Sphagnum capillifolium and Sphagnum quinquefarium. We used intersimple sequence repeat (ISSR) markers and polymerase chain reaction–restriction fragment length polymorphism of the trnLUAA intron of the chloroplast genome to reveal the nuclear and chloroplast composition of mature hybrid gametophytes from natural populations and of gametophytes derived from spores of hybrid sporophytes collected in nature. Asymmetrical nuclear inheritance was found in the progeny of the hybrid sporophytes, indicating that only spores with a low level of recombination of parental genomes were viable. A similarly skewed nuclear composition was found among the naturally occurring hybrid gametophytes. All hybrid genomes contained a larger proportion of S. capillifolium ISSR markers, combined with only two to five S. quinquefarium markers together with a chloroplast haplotype derived from S. quinquefarium. In this way, a pattern resembling introgression is created within a single generation. Some individuals possessed nuclear genomes typical for S. capillifolium in combination with the chloroplast haplotype of S. quinquefarium, possibly indicating backcrossing. Our results indicate that hybridization between S. capillifolium and S. quinquefarium is relatively common, but the resistance of large parts of the genome against heterospecific genes maintains the genetic distinctness of the species. Further evolutionary and phylogenetic consequences of restricted interspecific gene exchange are discussed."
"Sphagnum capillifolium","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","","Cronberg, N","1989","Patterns of variation in morphological characters and in isozymes in populations of Sphagnum capillifolium (Ehrh) Hedw. and S. rubellum Wils. from two bogs in Southern Sweden","Journal of Bryology","15: 683-696","Empirical paper","","","",""
"Sphagnum capillifolium","Bryophyte","Clonal diversity assessment +  Genetic diversity assessment","Isozyme/Allozyme","","Cronberg, N","1996","Clonal structure and fertility in a sympatric population of the peat mosses Sphagnum rubellum and Sphagnum capillifolium","Canadian Journal of Botany","74: 1375-1385","Empirical paper","","","","Data from isozyme and leaf shape variation are combined to explore the clonal structure at a site where hybridization between Sphagnum rubellum and Sphagnum capillifolium was previously indicated. Shoots of both species were sampled at 10-cm intervals along seven transects across different hummocks. Allelic data from 13 enzyme systems revealed 22 multilocus genotypes representing different clones, 18 being S. capillifolium and 4 being S. rubellum. The mean plus or minus SE and maximum clonal length were 35 plus or minus 8 cm and 160 cm, respectively. The sets of alleles found in the progeny of S. capillifolium were identical to the maternal complement of alleles in 78% of the material, indicating either self-fertilization or fertilization by a male with the same set of alleles at the screened loci. Outcrossing was detected in six cases. Patterns of differentiation and the hierarchical structuring of diversity among species, transects, and clones were analysed with canonical variates analysis using stem-leaf characters. A stronger relative differentiation was found between transects than between species. Clones identified by electrophoresis were usually morphologically well defined. Hybridization was indicated by morphological characters, occasional misplaced alleles, and signs of developmental instability."
"Sphagnum capillifolium","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","European","Cronberg, N","1998","Population structure and interspecific differentiation of the peat moss sister species Sphagnum rubellum and S. capillifolium (Sphagnaceae) in northern Europe","Plant Systematics and Evolution","209: 139-1258","Empirical paper","","","","Isozyme electrophoresis was used to study the morphologically similar sister species Sphagnum rubellum and S. capillifolium from a sample of 1313 plants representing 37 populations from Scandinavia, Great Britain and S Germany. The mean pairwise genetic identities (I) among conspecific populations were 0.976 for S. rubellum and 0.969 for S. capillifolium, versus 0.627 between populations of the two species. Interspecific gene flow was indicated by the observation of occasional plants in sympatric populations with alleles otherwise unique to the other species. Populations of bisexual S. capillifolium were significantly more variable than populations of unisexual S. rubellum. Alpine populations of S. rubellum and S. capillifolium were dominated by few genotypes, and differentiation among populations was pronounced, indicating a low level of sexual recombination. In S. rubellum, maximum variability was found in western areas with high annual precipitation. Distribution of alleles in S. rubellum indicated restricted gene flow between Great Britain and Scandinavia. Postglacial migration from separate refugia may explain large-scale variation in S. rubellum."
"Sphagnum capillifolium","Bryophyte","Hybridisation","Isozyme/Allozyme +  Nuclear sequences","","Cronberg, N and Natcheva, R","2002","Hybridization between the peat mosses, Sphagnum capillifolium and S. quinquefarium (Sphagnaceae, Bryophyta) as inferred by morphological characters and isozyme markers","Plant Systematics and Evolution","234: 53-70","Empirical paper","","","","Isozyme markers and morphological characters were studied in four populations of Sphagnum capillifolium and S. quinquefarium. Recombinant plants were found in three populations, where the two species occur sympatrically. All recombinants possessed different haplotypes and combinations of morphological characters, which show that they are results of independent hybridization events. Strongly male-biased sex ratios were found for Sphagnum capillifolium in all populations where it grew sympatrically with S. quinquefarium. Most of the recombinants were also male fertile. These observations suggest that S. quinquefarium is the female parent in the primary crosses and in subsequent backcrosses."
"Sphagnum compactum","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","European","Daniels, RE","1985","Isozyme variation in Finnish and British populations of Sphagnum compactum.","Annales Botanici Fennici","22: 275-279.","Empirical paper","","","",""
