Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Primula farinosa","Flowering plant","Conservation +  Genetic diversity assessment","","European","Sorensen, Sabine Buurgaard, Larsen, Bjarne, Orabi, Jihad, Orgaard, Marian","2014","Primula farinosa in Denmark; genetic diversity and population management","Nordic Journal Of Botany","32:503-510","Empirical paper","","","","During the past centuries Danish populations of Primula farinosa have seriously declined in number. We investigated the genetic structure and genetic diversity of plants of seven populations from two different regions, Zealand and Bornholm in Denmark, using three AFLP markers. Two populations from nearby Scania, Sweden were included as reference. We found 54 unambiguously polymorphic loci. The genetic structure analysis suggested division of the 268 plants into three distinct groups, to a large extent matching the geographical distribution of the populations. Analysis of molecular variance (AMOVA) indicated significant genetic differentiation of 67% within populations and 33% among the populations. Our results suggest that genetic differentiation among regions and unique local genetic diversity should carefully be considered in future conservation attempts if we are to maintain as much genetic variation as possible. We present a historical overview of the decline in Danish populations and discuss conservation management and restoration strategies."
"Primula farinosa","Flowering plant","Genetic diversity assessment +  Phylogeography +  Spatial Genetic Structure","","European","Theodoridis, S, Randin, C, Szovenyi, P, Boucher, FC, Patsiou, TS, Conti, E","2017","How Do Cold-Adapted Plants Respond to Climatic Cycles? Interglacial Expansion Explains Current Distribution and Genomic Diversity in Primula farinosa L.","Systematic Biology","66:715-736","Empirical paper","","","","Understanding the effects of past climatic fluctuations on the distribution and population-size dynamics of cold-adapted species is essential for predicting their responses to ongoing global climate change. In spite of the heterogeneity of cold-adapted species, two main contrasting hypotheses have been proposed to explain their responses to Late Quaternary glacial cycles, namely, the interglacial contraction versus the interglacial expansion hypotheses. Here, we use the cold-adapted plant Primula farinosa to test two demographic models under each of the two alternative hypotheses and a fifth, null model. We first approximate the time and extent of demographic contractions and expansions during the Late Quaternary by projecting species distribution models across the last 72 ka. We also generate genome-wide sequence data using a Reduced Representation Library approach to reconstruct the spatial structure, genetic diversity, and phylogenetic relationships of lineages within P. farinosa. Finally, by integrating the results of climatic and genomic analyses in an Approximate Bayesian Computation framework, we propose the most likely model for the extent and direction of population-size changes in P. farinosa through the Late Quaternary. Our results support the interglacial expansion of P. farinosa, differing from the prevailing paradigm that the observed distribution of cold-adapted species currently fragmented in high altitude and latitude regions reflects the consequences of postglacial contraction processes."
"Primula farinosa","Flowering plant","Conservation +  Genetic diversity assessment","","European","Gajewski, Z, Boron, P, Lenart-Boron, A, Nowak, B, Sitek, E, Mitka, J","2018","Conservation of Primula farinosa in Poland with respect to the genetic structure of populations","Acta Societatis Botanicorum Poloniae","87:545-554","Empirical paper","","","","The bird's-eye primrose (Primula farinosa L.) is an endangered species in Poland. The sole remaining, and critically endangered, population of approximately 300 flowering plants is located in the Beskid Sadecki Mountains (Jaworki, Poland). The genetic investigation was performed using highly variable microsatellite markers on a total of four populations: the Polish population and its three nearest known Slovak counterparts. We hypothesize that the Polish population is a relic of the previously much wider Central European mountain/lowland range and is thus genetically distinct from the rest of the Slovak stock. Clarification of this issue is needed before active protection interventions such as artificial supplementation can be carried out. Our results, particularly those from STRUCTURE Bayesian clustering, showed clear population structure within the dataset: all three Slovak populations were dominated by one genetic group, while the Polish population comprised mostly individuals dominated by the second genetic group. Only limited gene flow was observed between the Polish and Slovak populations. This demonstrates the distinct genetic makeup of the Jaworki population, which is probably the result of prolonged isolation from the rest of the P. farinosa range and admixture of genes from various lineages. Their origin could be determined by including plant material from the rest of the P. farinosa range, i.e., Scandinavian, Baltic, and Alpine/Carpathian locations, in a future study. The immediate practical application of our results is the recommendation that all supplementation interventions to the Jaworki population must be limited to plants produced from locally collected seeds."
"Pseudorchis albida","Flowering plant","Hybridisation +  Polyploidy +  Speciation/diversification +  Taxonomic clarification","AFLP","EuropeanLocal: Scottish vice-county area","Hedrén, M, Fay, MF and Chase, MW","2001","Amplified fragment length polymorphism (AFLP) reveal details of polyploid evolution in Dactylorhiza (Orchidaceae).","American Journal of Botany","88: 1868-1880.","Empirical paper","","","","The utility of the PCR-based AFLP technique (polymerase chain reaction; amplified fragment length polymorphisms) was explored in elucidating details of polyploid evolution in the Eurasian orchid genus Dactylorhiza. We emphasized Swedish taxa but also included some material from the British Isles and elsewhere in Europe. Three different sets of primers, amplifying different subsets of restriction fragments, independently revealed similar patterns for relationships among the Dactylorhiza samples investigated. The AFLP data support the general picture of polyploid evolution in Dactylorhiza, i.e., that allotetraploid derivatives have arisen repeatedly as a result of hybridization beween the two parental groups D. incarnata s.l. (sensu lato; diploid marsh orchids) and the D. maculata group (spotted orchids). Within the incarnata s.l. group, morphologically defined varieties were interdigitated. The D. maculata group consisted of two distinct subgroups, one containing autotetraploid D. maculata subsp. maculata and the other containing diploid D. maculata subsp. fuchsii. Allotetraploids showed a high degree of additivity for the putative parental genomes, and relationships among them were partly correlated to morphologically based entities, but also to geographic distribution. Thus, allotetraploid taxa from the British Isles clustered together, rather than with morphologically similar plants from other areas."
"Pseudorchis albida","Flowering plant","Genetic diversity assessment +  Taxonomic clarification","Isozyme/Allozyme","European","Reinhammar, LG, Hedren, M","1998","Allozyme differentiation between lowland and alpine populations of Pseudorchis albida s.lat. (Orchidaceae) in Sweden.","Nordic Journal of Botany","18: 7-14.","Empirical paper","","","","Two taxa are usually recognized in Scandinavian Pseudorchis albida s.1. (Orchidaceae), the lowland to subalpine P. albida s.s., and the alpine P straminea. We used allozymes to study the genetical differentiation within and among populations and taxa. Four populations of P albida s.s. and two populations of P straminea, all from Sweden, were included in the study. Eighteen loci of thirteen different enzyme systems were analyzed. Five loci were variable within, or between, the taxa. The taxa had different alleles at one of the five variable loci, whereas there was overlap at four loci. In all, 22 different alleles were found. Two of these alleles were confined to P. albida s.s., while four alleles were confined to P. straminea. In P albida s.s., one locus out of 15 (6.7 %) was polymorphic. In P. straminea, three loci out of 18 (16.7 %) were polymorphic. In both taxa, the average number of alleles per polymorphic locus was 2.0 (each polymorphic locus had two alleles). Nei's genetic identity was 0.81 between taxa, and about 1 among populations of P albida s.s., while the identity between the two populations of P straminea was 0.98. Although the differentiation is small, present-day distributions of taxa suggest that the divergence probably started before the Weichselian glaciation. The low within-taxon and within- population variation in Scandinavia may be due to ancient founder events. The association of P. albida s.s. with anthropogenic hay-meadows and open woodland and the association of P straminea with open mountain habitats suggest that taxa may have immigrated into Scandinavia at different times."
"Pseudorchis albida","Flowering Plant","Genetic diversity assessment","AFLP +  Organelle microsatellite","Country: Ireland","Duffy KJ, Fay MF, Smith RJ, Stout JC","2011","POPULATION GENETICS AND CONSERVATION OF THE SMALL WHITE ORCHID, PSEUDORCHIS ALBIDA, IN IRELAND","Biology and Environment-Proceedings of the Royal Irish Academy","111B: 73-81","Empirical paper","","","","Genetic diversity can play a key role in the survival of endangered species. Both the number and size of populations of a species can affect genetic diversity and may be reduced by fragmentation of natural habitats. Here we examine the effects of a low number of populations and small population sizes on the population genetics of the nationally endangered and red-listed orchid Psettdorchis albida. To determine genetic variability within and among populations of P. albida, we employed AFLP and four plastid microsatellite (SSR) markers. In addition, we compared the SSR data from Irish P. albida to the closely related P. straminea. AFLP markers showed that P. albida has a high level of polymorphism and that significant differentiation occurred both within and among populations, with increasing population genetic isolation through distance. However, SSR markers revealed no variation, but did show that all Irish individuals had the same alleles as P. straminea rather than P. albida. Further work is required to assess the taxonomic status of P. albida/straminea in Western Europe. Irish populations of P. albida s.l. require immediate conservation attention due to their decreasing number and low numbers of individuals within populations."
"Pulsatilla vulgaris","Flowering plant","Genetic diversity assessment","RAPD","European","Hensen, I, Oberprieler C, and Wesche, K","2005","Genetic structure, population size, and seed production of Pulsatilla vulgaris Mill. (Ranunculaceae) in Central Germany","Flora","200: 3-14","Empirical paper","","","","Pulsatilla vulgaris Mill. (Ranunculaceae) is a rare and rapidly declining grassland community species that was once widespread at a time when Central Germany was covered by steppe vegetation. Through the course of this study, the patterns of random-amplified polymorphic DNA (RAPD) variation among 11 populations of varying size were analysed to assess any possible local differentiation, in relation to spatial isolation, resulting from random genetic drift brought on by reduced population size and lack of migration between geographically isolated populations. Following results attained from methods including: multivariate analysis based on asymmetric Soerensen similarity, phi(ST)-statistics, and analysis of molecular variance, we were able to conclude that there is a high within-population variability (84.4%) and a weak, but significant, differentiation among Populations (phi(ST) = 0.17). A matrix correlation between genetic and geographical distances revealed that geographical differentiation was reflected in the RAPD profile (Mantel test: r = 0.47, p = 0.002). Further significant correlations were noted between population size and both percentage of polymorphic loci (p = 0.02) and genetic diversity (p = 0.03). An additional analysis of seed production showed that mean seed set, seed number, and mean seed mass per Population could be attributed to differences in population size, whereas only seed mass was related to genetic variation."
"Pulsatilla vulgaris","Flowering plant","Marker development","","European","DiLeo, Michelle F, Graf, Rene, Holderegger, Rolf, Rico, Yessica, Wagner, Helene H","2015","Highly polymorphic microsatellite markers in Pulsatilla vulgaris (Ranunculaceae) using next-generation sequencing.","Applications In Plant Sciences","3","Empirical paper","","","","PREMISE OF THE STUDY: We developed novel microsatellite markers for the perennial plant Pulsatilla vulgaris (Ranunculaceae) to investigate the effects of fragmentation on gene flow in this imperiled species. METHODS AND RESULTS: We identified microsatellites and developed primers based on 454 shotgun sequences. We identified 14 markers that were polymorphic and produced clean bands. Of these, eight could be analyzed as diploids. Genotyping of 97 individuals across two populations revealed these markers to be highly polymorphic with seven to 17 alleles per locus and observed heterozygosity from 0.41 to 0.83. CONCLUSIONS: The markers are highly informative and will be used to test if the reintroduction of shepherding in southern Germany improves genetic connectivity among fragmented populations of P. vulgaris. The combination of diploid and tetraploid markers presented here will be useful in resolving the polyploidization history of this and related species."
"Pulsatilla vulgaris","Flowering plant","Gene flow +  Genetic diversity assessment","","European","Dileo, MF, Rico, Y, Boehmer, HJ, Wagner, HH","2017","An ecological connectivity network maintains genetic diversity of a flagship wildflower, Pulsatilla vulgaris","Biological Conservation","212:12-21","Empirical paper","","","","Ecological connectivity networks have been proposed as an efficient way to reconnect communities in fragmented landscapes. Yet few studies have evaluated if they are successful at enhancing actual functional connectivity (i.e. realized dispersal or gene flow) of focal species, or if this enhanced connectivity is enough to maintain genetic diversity and fitness of plant populations. Here we test the efficacy of an ecological connectivity network implemented in southern Germany since 1989 to reconnect calcareous grassland fragments through rotational shepherding. We genotyped 1449 individuals from 57 populations and measured fitness-related traits in 10 populations of Puisatilla vulgaris, a flagship species of calcareous grasslands in Europe. We tested if the shepherding network explained functional connectivity in P. vulgaris and if higher connectivity translated to higher genetic diversity and fitness of populations. We found that population-specific F-st was lowest in populations that had high connectivity within the shepherding network, and that well-connected populations within the network had significantly higher genetic diversity than ungrazed and more isolated grazed populations. Moreover, genetic diversity was significantly positively correlated with both seed set and seed mass. Together our results suggest that the implementation of an ecological shepherding network is an effective management measure to maintain functional connectivity and genetic diversity at the landscape scale for a calcareous grassland specialist. Populations with reduced genetic diversity would likely benefit from inclusion, or better integration into the ecological connectivity network. Our study demonstrates the often postulated but rarely tested sequence of positive associations between connectivity, genetic diversity, and fitness at the landscape scale, and provides a framework for testing the efficacy of ecological connectivity networks for focal species using molecular genetic tools."
"Pyrus cordata","Flowering plant","Breeding system +  Clonal diversity assessment +  Genetic diversity assessment","RAPD","Local: English vice-county area","Jackson, A, Erry, B and Culham, A","1997","Genetic aspects of the species recovery programme for the plymouth pear Pyrus cordata Desv.","The role of genetics in conserving small populations.","112-121","Empirical paper","Tew T.E., Crawford,T.J., Spencer J.W., Stevens D.P., Usher M.B.  and Warren J.","JNCC.","Peterborough.",""
"Ranunculus reptans","Flowering plant","Clonal diversity assessment +  Conservation","RAPD","European","Fischer, M, Husi, R, Prati, D, Peintinger, M, van Kleunen, M, Schmid, B","2000","RAPD variation among and within small and large populations of the rare clonal plant Ranunculus reptans (Ranunculaceae).","American Journal of Botany","87: 1128-1137.","Empirical paper","","","","In the pre-alpine region of Europe numbers and sizes of populations of the clonal lake shore plant Ranunculus reptans have declined because of the regulation of lake water levels. We investigated genetic variation among and within 17 populations of different size (cover 1-10000 m(2)) in R. reptans with RAPD (random amplified polymorphic DNA) profiles. We sampled 127 rosettes in populations at Lake Constance and three populations at or near Lake Come. There was significant genetic variation between plants from the two lake regions (5.9%, analysis of molecular variance [AMOVA], P < 0.001), among populations within lake regions (20.4%, P < 0.001), and within populations (73.7%. P < 0.001). Under the assumptions of Wright's island model the variation among populations corresponds to a gene Row of N(e)m = 0.70. Within the 14 Lake Constance populations we detected significant genetic variation among subpopulations separated by only a few metres (4.0% of the within-population variation; P < 0.05). Molecular variance was 24% smaller in small populations covering <100 m(2) area than in larger ones (P < 0.03), indicating that samples From large populations were genetically more variable than samples representing comparable areas of smaller populations. We conclude that gene how among populations is very limited and that genetic drift has caused reduced genetic variability of smaller populations. Conservation of genetic variability in R. reptans requires persistence of large and also of small populations (because of population differentiation). and it could be enhanced by increasing the size of small populations (to counter genetic drift)."
"Ranunculus reptans","Flowering plant","Clonal diversity assessment","RAPD","","Fischer, M, van Kleunen, M, Schmid, B","2000","Genetic Allee effects on performance, plasticity and developmental stability in a clonal plant.","Ecology Letters","3: 530-539.","Empirical paper","","","","Negative effects of small population size on fitness, so-called Allee effects, may threaten population persistence even in intact habitat remnants. We studied genotypes of 14 isolated populations of the clonal plant Ranunculus reptans, for which molecular genetic (RAPD-) variability is higher for large than for small populations. In a competition-free greenhouse environment vegetative offspring of genotypes from large populations produced more rosettes and flowers, indicating higher fitness. Within-genotype coefficients of variation in performance traits, indicating developmental instability, were lower for genotypes from populations with higher RAPD- variability. In competition with a taller grass, we found relative reduction in leaf length less pronounced for plants from large populations, suggesting higher adaptive plasticity. Our experimental study of a plant with predominantly vegetative reproduction suggests, that negative genetic effects of recent. habitat fragmentation, which so far rather were expected in plants with frequent sexual reproduction, are more severe and more common than previously acknowledged."
"Ranunculus reptans","Flowering plant","Genecology","To confirm","","Prati, D, Schmid, B","2000","Genetic differentiation of life-history traits within populations of the clonal plant Ranunculus reptans.","Oikos","90: 442-456.","Empirical paper","","","","We tested the hypothesis that environmental heterogeneity can maintain genetic variation in life-history traits within populations of the clonal plant Ranunculus reptans. This may be important for the further evolution and potential adaptation to environmental change. Moreover, we asked to what extent environmental heterogeneity can also reveal trade-offs among fitness components, in particular between sexual reproduction and clonal growth. In the natural habitat of R. reptans two distinct types of environment can often be found within 10 m distance: vegetation-sparse zones close to the water ("lake") and zones of competition with grasses (mostly Agrostis stolonifera) more inland ("land"). We grew vegetative offspring of 16 land genotypes and 16 take genotypes from four populations in a plant room. Cuttings from each genotype were grown with and without competition by the grass A. stolonifera and on two different substrates, sand and gravel. We found considerable environmental (E) and genetic (G) variation in life-history traits. Competition strongly reduced growth, branching, flowering, and final biomass. Lake genotypes invested mere into sexual reproduction (measured as proportion of ramets that flowered) whereas land genotypes invested more into vegetative reproduction (proportion of rooted ramets). Significant G x E interactions were consistent with a home-away effect: land-genotypes performed better if grown under competition, lake-genotypes without competition. These results indicate that genetic variation and phenotypic plasticity in life-history traits of R. reptans are maintained in a heterogeneous environment, thereby supporting the main hypothesis stated above. They further demonstrate that genetic differentiation occurs even over very short distances (10 m). We also found a significant genetic trade-off between sexual and vegetative reproduction (negative genetic correlation between the proportion of flowering ramets and the proportion of rooted ramets). in response to the supplementary question posed above, this suggests that the environmental heterogeneity finds its correspondence in the "genetic integration" of life- history traits within the phenotype of R. reptans."
"Ranunculus reptans","Flowering plant","Genecology","To confirm","","Lenssen, JPM, Van Kleunen, M, Fischer, M, De Kroon, H","2004","Local adaptation of the clonal plant Ranunculus reptans to flooding along a small-scale gradient.","Journal of Ecology","92: 696-706.","Empirical paper","","","","1 Plant species are known to segregate along small-scale flooding gradients. We tested whether differences in flooding duration can also result in genetic differentiation in the clonal species Ranunculus reptans, which naturally grows in both a lakeside microhabitat and a landside microhabitat with shorter periods of flooding. 2 We compared traits related to fitness, and clonal life-history traits, of 432 plants representing nine genotypes from each microhabitat, grown without flooding or with short or long flooding duration. We also determined aerenchyma contents and carbohydrate use efficiencies during flooding in plants of these 18 genotypes.  In the flooding treatments, genotypes from the lakeside microhabitat produced significantly more rosettes and rooted rosettes than genotypes from the landside microhabitat. This indicates small-scale local adaptation to flooding duration in R. reptans. 4 Unexpectedly, genotypes from the landside microhabitat had a higher proportion of aerenchyma in their roots than those from the lakeside microhabitat. Carbohydrate use efficiency was high in all genotypes. These physiological traits cannot therefore explain the observed local adaptation. 5 Genotypes from the lakeside microhabitat produced shorter stolon internodes than genotypes from the landside microhabitat when flooded. Moreover, in the treatment with long flooding duration, there was selection for reduced stolon internode lengths, which might help to reduce respiratory losses. This suggests that local adaptation is a consequence of differences in plasticity of internode length. 6 Our results indicate an important role for flooding in plant microevolution by demonstrating that variation in flooding duration can induce intraspecific specialization even within populations. Physiological traits that determine differences in flooding tolerance between species do not, however, seem to have played a key role in this differentiation."
"Ranunculus reptans","Flowering plant","Genecology","To confirm","","van Kleunen, M, Fischer, M, Schmid, B","2002","Experimental life-history evolution: Selection on the allocation to sexual reproduction and its plasticity in a clonal plant.","Evolution","56: 2168-2177.","Empirical paper","","","","Allocation to sexual reproduction is an important life-history trait in clonal plants. Different selection pressures between competitive and competition-free environments are likely to result in the evolution of specialized genotypes and to maintain genetic variation in reproductive allocation. Moreover, selection may also result in the evolution of plastic allocation strategies. The necessary prerequisite for evolution, heritable genetic variation, can best be studied with selection experiments. Starting from a base population of 102 replicated genotypes of the clonal herb Ranunculus reptans, we imposed selection on the proportion of flowering rosettes in the absence of competition (base population: mean = 0.391, broad-sense heritability = 0.307). We also selected on the plasticity in this trait in response to competition with a naturally coexisting grass in a parallel experiment (base population: 14% lower mean in the presence of competition, broad-sense heritability = 0.072). After two generations of bidirectional selection, the proportion of flowering rosettes was 26% higher in the high line than in the low line (realized heritability +/- SE = 0.205 +/- 0.017). Moreover, genotypes of the high line had 11% fewer carpels per flower, a 22% lower proportion of rooted rosettes, and a 39% smaller average distance between rosettes within a clone. In the second experiment, we found no significant responses to selection for high and low plasticity in the proportion of flowering rosettes (realized heritability +/- SE = -0.002 +/- 0.013). Our study indicates a high heritability and potential for further evolution of the proportion of flowering rosettes in R. reptans, but not for its plasticity, which may have been fixed by past evolution at its current level. Moreover, our results demonstrate strong genetic correlations between allocation to sexual reproduction and other clonal life-history characteristics."
"Ranunculus reptans","Flowering plant","Genecology","To confirm","","van Kleunen, M, Fischer, M","2001","Adaptive evolution of plastic foraging responses in a clonal plant.","Ecology","82: 3309-3319.","Empirical paper","","","","Stoloniferous rosette plants may show horizontal and vertical foraging responses, such as changes in branching frequency, stolon internode length, leaf length, and height growth of stolons. To study whether such plastic foraging responses constitute an adaptation to heterogeneity in competition, we studied genetic variation in and fitness consequences of plastic foraging responses in the stoloniferous lake-shore plant Ranunculus reptans. Because plastic foraging responses are likely to have been more strongly selected for in heterogeneous environments, we used 15 genotypes from competitive, heterogeneous microhabitats and 15 from competition-free, homogeneous microhabitats from Lake Constance (central Europe). We planted vegetatively propagated rosettes of the 30 genotypes (totaling 236 rosettes) into a greenhouse environment with spatially heterogeneous competition. Four replicates of each genotype were planted into the competition- free halves of experimental trays, and four other replicates into the halves with the naturally co-occurring grass Agrostis stolonifera. We found significant variation among genotypes in vertical and horizontal foraging responses. In line with the hypothesis of adaptive plasticity, genotypes from the competitive heterogeneous microhabitats more strongly increased the vertical angle of the first stolon internode (126%) and the specific stolon length (166%) in response to competition than genotypes from the competition-free homogeneous microhabitats. Moreover, we found that genotypes that were more plastic in the vertical angle of the first stolon internode, stolon height, and specific internode length produced more rosettes and flowers than less plastic genotypes (all selection gradients for plasticity > 0.316). Our findings strongly suggest that plastic foraging responses constitute an adaptation to environmental heterogeneity, at least in the stoloniferous R. reptans."
"Ranunculus reptans","Flowering plant","Conservation +  Genetic diversity assessment","To confirm","","Willi, Y Van Kleunen, M Dietrich, S Fischer, M","2007","Genetic rescue persists beyond first-generation outbreeding in small populations of a rare plant","Proceedings of the Royal Society of London B","274: 2357-2364","Empirical Paper","","","","Habitat fragmentation commonly causes genetic problems and reduced fitness when populations become small. Stocking small populations with individuals from other populations may enrich genetic variation and alleviate inbreeding, but such artificial gene flow is not commonly used in conservation owing to potential outbreeding depression. We addressed the role of long-term population size, genetic distance between populations and test environment for the performance of two generations of offspring from between-population crosses of the locally rare plant Ranunculus reptans L. Interpopulation outbreeding positively affected an aggregate measure of fitness, and the fitness superiority of interpopulation hybrids was maintained in the second offspring (F2) generation. Small populations benefited more strongly from interpopulation outbreeding. Genetic distance between crossed populations in neutral markers or quantitative characters was not important. These results were consistent under near-natural competition-free and competitive conditions. We conclude that the benefits of interpopulation outbreeding are likely to outweigh potential drawbacks, especially for populations that suffer from inbreeding."
"Rumex aquaticus","Flowering plant","Hybridisation","","Country: Scotland","Ruhsam, Markus, Jacobs, Tim, Watson, Keith, Hollingsworth, Peter M.","2015","Is hybridisation a threat to Rumex aquaticus in Britain?","Plant Ecology & Diversity","8:465 – 474","Empirical paper","","","","Background: Hybridisation between locally common and rare plant species is of conservation concern as it may lead to the extinction of the rare taxon. Rumex aquaticus (2n = ca. 200, Polygonaceae) is a widespread Euro-Siberian species but rare in the British Isles. It hybridises freely with the locally abundant congener R. obtusifolius (2n = 40) producing fertile and viable hybrids.Aims: We aimed to establish whether hybridisation poses an extinction threat to R. aquaticus in Britain. Methods: Flow cytometry, AFLPs and morphological characters were used to assess the extent of hybridisation between R. obtusifolius and R. aquaticus. Results: Flow cytometry was the most useful tool to distinguish between hybrids and parental species and indicated that out of 88 samples from two hybrid populations, 85% were likely to be F1s and only 15% were likely to be back-crosses to R. aquaticus. AFLP markers were only able to identify putative F1 hybrids reliably and 11 morphological traits could not distinguish unambiguously between hybrids and pure R. aquaticus. Conclusions: Although our data suggest that genetic assimilation of pure R. aquaticus populations is unlikely to be the case in the future, there is a potential threat from demographic swamping by hybrids and targeted protection of R. aquaticus habitat is proposed as a management strategy."
"Rumex rupestris","Flowering plant","Genetic diversity assessment +  Restoration","Isozyme/Allozyme","Country: England-Wales","Daniels, RE, McDonnell, EJ and Raybould, AF","1998","The current status of Rumex rupestris Le Gall (Polygonaceae) in England and Wales, and threats to its survival and genetic diversity.","Watsonia","22: 33-39.","Empirical paper","","","",""
"Rumex rupestris","Flowering plant","Clonal diversity assessment +  Genetic diversity assessment +  Taxonomic clarification","AFLP +  Isozyme/Allozyme","","Marren P","1999","Britain's Rare Flowers.","","","Summary Paper","","T & A.D. Posyer Ltd.","London.",""
"Ruppia cirrhosa","Flowering plant","Genetic diversity assessment","Isozyme/Allozyme","","Triest, L and Symoens, JJ","1991","Isozyme variation in populations of the submerged halophyte Ruppia (Ruppiaceae).","Isozymes in water plants","115-132.","Empirical paper","Triest L.","National Botanic Garden of Belgium.","Meise.",""
"Ruppia cirrhosa","Flowering plant","Conservation +  Genetic diversity assessment","To confirm","","Triest, L","1991","Conservation of genetic diversity in water plants.","Isozymes in water plants","241-258.","Summary Paper","Triest L.","National Botanic Garden of Belgium.","Meise.",""
"Ruppia cirrhosa","Flowering Plant","Genetic diversity assessment","Organelle microsatellite","European","Triest, L Sierens, T","2009","High diversity of Ruppia meadows in saline ponds and lakes of the western Mediterranean","Hydrobiologia","32: 24-30","Empirical paper","","","","Saline inland and coastal waterbodies are valuable habitats that
 deserve attention for the protection of their unique submerged
 macrophyte beds that render the water clear, stabilize sediments and
 provide a habitat for high biomasses of invertebrates as food for
 waterfowl. The 'continental seagrass' Ruppia has the widest salinity
 tolerance among the submerged macrophytes and occurs in a wide variety
 of saline saltmarsh pond and lagoon systems. Although two cosmopolitan
 species Ruppia maritima and Ruppia cirrhosa are recognized in Europe
 and Ruppia drepanensis in the western Mediterranean, their diversity
 and distribution are not well known. This previously held traditional
 idea that there are only two widespread Ruppia species suggests a
 uniform and very homogenized population structure following the
 hypothesis of long-distance-dispersal through strong bird-mediated
 dispersal events. Therefore, the Ruppia chloroplast DNA diversity was
 investigated along a more than 1,000 km transect of the Iberian
 Peninsula. We studied 492 individuals from 11 wetland areas (17 ponds)
 and sequenced a 1,753-bp length of seven chloroplast introns. Eight
 haplotypes represented at least four distinct groups or taxa which is
 higher than commonly accepted. Six wetland areas contained more than
 one haplotype and within-pond diversity occurred within distances as
 small as 30 m (5 out of 17 cases). This underlines the importance of
 single waterbodies for harbouring haplotypic diversity in Ruppia.
 Unique haplotypes were observed in four wetland areas and R. maritima
 was detected only from a low salinity pond, suggesting the species
 might be more rare than previously accepted. The present results tend
 to minimize an overall effect of strong bird-mediated dispersal. This
 emphasizes the role of regional pond habitat diversity for the
 preservation of Ruppia taxa and their unique haplotype diversity in
 extreme saline habitats."
"Ruppia cirrhosa","Flowering Plant","Taxonomic clarification","Nuclear sequences +  Organelle sequences","Worldwide","Ito Y, Ohi-Toma T, Murata J, Tanaka N","2010","Hybridization and polyploidy of an aquatic plant, Ruppia (Ruppiaceae), inferred from plastid and nuclear DNA phylogenies","American Journal of Botany","97: 1156-1167","Empirical paper","","","","Premise of the study: The monogeneric family Ruppiaceae is found primarily in brackish water and is widely distributed on all continents, many islands, and from subartic to tropical zones. Ruppia taxonomy has been confusing because of its simplified morphology yet high phenotypic plasticity and the existence of polyploidy and putative hybrids. This study addresses the current classification of species in the genus, the origin of putative hybrids and polyploids, and the distribution of Ruppia species. Methods: Separate molecular phylogenetic analyses using plastid DNA and nuclear-encoded PHYB data sets were performed after chromosome observations. Key results: The resultant trees were largely congruent between genomes, but were incongruent in two respects: the first incongruence may be caused by long outgroup branches and their effect on ingroup rooting, and the second is caused by the existence of heterogeneous PHYB sequences for several accessions that may reflect several independent hybridization events. Several morphological species recognized in previous taxonomic revisions appear paraphyletic in plastid DNA and PHYB trees. Conclusions: Given the molecular phylogenies, and considering chromosome number and morphology, three species and one species complex comprising six lineages were discerned. A putative allotriploid, an allotetraploid, and a lineage of hybrid origin were identified within the species complex, and a hybrid was found outside the species complex, and their respective putative parental taxa were inferred. With respect to biogeography, a remarkably discontinuous distribution was identified in two cases, for which bird-mediated seed dispersal may be a reasonable explanation."
"Ruppia cirrhosa","Flowering Plant","Genetic diversity assessment","Organelle sequences","European","Triest L, Sierens T","2010","Chloroplast sequences reveal a diversity gradient in the Mediterranean Ruppia cirrhosa species complex","Aquatic Botany ","93: 68-74","Empirical paper","","","","Two subcosmopolitan species Ruppia maritima and Ruppia cirrhosa are recognized throughout Europe, whereas Ruppia drepanensis is endemic to SW Europe. We aimed at characterizing the geographic structure of the chloroplast DNA haplotype diversity of 56 Ruppia populations across the European part of the Mediterranean. On the basis of five cpDNA markers (total length of 2300 bp) 16 haplotypes were obtained for 1546 individuals. Three populations of R. maritima showed a single haplotype and differed in five insertions/deletions and 16 substitutions from a highly variable R. cirrhosa species complex, which included R. drepanensis. The haplotype diversity of this species complex was much higher in the western Mediterranean basin than in the eastern basin. Analysis of molecular variance (AMOVA) showed significant differentiation of R. cirrhosa between the two basins and also within the western Mediterranean thereby suggesting the latter as an important centre of Ruppia diversity. An isolation-by-distance (IBD) pattern was stronger between the West-East basin populations than within basins. A PCO analysis of the western basin populations indicated a diversity gradient with those of Sardinia as polymorph intermediates. The low diversity within the eastern basin suggests that the observed gradient could be hypothesized as a historical dispersal of only a limited number of haplotypes from west to east."
